Year,Region,Current residence,Population (1yr ago) Est,Same house (1yr ago) Est,Same state of residence (1yr ago) Est,Different state of residence (1yr ago) Total Est,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Abroad(1yr ago) Est
2016.0,South_states,District of Columbia ,672022.0,538547.0,64166.0,58154.0,140.0,77.0,744.0,0.0,3908.0,531.0,1225.0,278.0,,2717.0,1105.0,103.0,0.0,2418.0,957.0,218.0,0.0,233.0,197.0,118.0,12778.0,1974.0,922.0,542.0,224.0,566.0,17.0,190.0,356.0,168.0,1494.0,1.0,4762.0,1367.0,83.0,659.0,122.0,125.0,2468.0,268.0,382.0,0.0,452.0,2213.0,249.0,0.0,9847.0,418.0,296.0,242.0,0.0,11155.0
2016.0,South_states,Florida,20401575.0,17176492.0,2387227.0,605018.0,11353.0,1852.0,10312.0,4136.0,28420.0,9880.0,15285.0,3143.0,1752.0,,39578.0,1326.0,885.0,23319.0,14370.0,6630.0,2392.0,8588.0,5375.0,2859.0,17648.0,19882.0,19530.0,6778.0,6621.0,11656.0,677.0,1870.0,4273.0,5292.0,33966.0,3091.0,60472.0,28726.0,1127.0,29655.0,3124.0,1258.0,30258.0,4894.0,15904.0,535.0,18647.0,31153.0,3531.0,1627.0,29485.0,6152.0,3979.0,11298.0,454.0,232838.0
2016.0,South_states,Georgia,10179860.0,8514847.0,1290632.0,305040.0,18276.0,1287.0,3901.0,2388.0,18948.0,3337.0,6077.0,1294.0,1473.0,44846.0,,768.0,935.0,7630.0,1872.0,2123.0,2003.0,4049.0,6951.0,815.0,6600.0,5727.0,4744.0,3166.0,5796.0,3775.0,294.0,566.0,900.0,577.0,5201.0,1188.0,24772.0,17750.0,436.0,11319.0,1932.0,2212.0,8370.0,399.0,11199.0,336.0,20161.0,19994.0,923.0,730.0,11597.0,3270.0,838.0,1273.0,22.0,69341.0
2016.0,West_states,Hawaii,1410258.0,1217704.0,117894.0,57229.0,1182.0,672.0,1852.0,155.0,13047.0,1643.0,269.0,54.0,458.0,2113.0,2487.0,,94.0,2301.0,930.0,50.0,706.0,265.0,305.0,0.0,1098.0,487.0,379.0,464.0,48.0,204.0,282.0,190.0,1491.0,0.0,723.0,841.0,1654.0,2395.0,0.0,602.0,0.0,883.0,836.0,340.0,2528.0,0.0,1582.0,4485.0,589.0,83.0,2033.0,4355.0,20.0,54.0,0.0,17431.0
2016.0,West_states,Idaho,1663756.0,1369449.0,214222.0,71556.0,0.0,1638.0,4322.0,341.0,17019.0,3072.0,49.0,0.0,0.0,1356.0,458.0,1113.0,,757.0,158.0,480.0,133.0,188.0,379.0,200.0,281.0,423.0,382.0,426.0,0.0,390.0,1425.0,65.0,3300.0,46.0,284.0,1508.0,671.0,2116.0,708.0,381.0,178.0,2836.0,1062.0,0.0,93.0,142.0,60.0,2606.0,7405.0,0.0,401.0,9303.0,122.0,249.0,3030.0,8529.0
2016.0,Midwest_states,Illinois,12654142.0,10996695.0,1387848.0,203713.0,2022.0,578.0,5251.0,1288.0,15163.0,3257.0,1297.0,205.0,1083.0,13021.0,6739.0,627.0,724.0,,15203.0,9541.0,2683.0,3791.0,1219.0,180.0,2140.0,3651.0,8176.0,3566.0,1608.0,16251.0,530.0,1214.0,1476.0,741.0,2733.0,309.0,7566.0,4379.0,372.0,7260.0,732.0,1025.0,3809.0,358.0,954.0,447.0,6928.0,13290.0,1211.0,919.0,7822.0,3628.0,880.0,15595.0,271.0,65886.0
2016.0,Midwest_states,Indiana,6554084.0,5580090.0,801425.0,145782.0,1133.0,495.0,1185.0,1308.0,6970.0,1513.0,884.0,401.0,64.0,10994.0,4503.0,1426.0,217.0,29883.0,,1496.0,1520.0,9978.0,584.0,712.0,1521.0,926.0,8950.0,1989.0,1568.0,2363.0,0.0,108.0,480.0,575.0,4923.0,645.0,2583.0,4496.0,498.0,13303.0,645.0,1386.0,2165.0,0.0,1630.0,0.0,2979.0,9403.0,254.0,119.0,3188.0,1203.0,156.0,2460.0,0.0,26787.0
2016.0,Midwest_states,Iowa,3097283.0,2622577.0,383520.0,78263.0,395.0,662.0,1556.0,315.0,2380.0,3478.0,60.0,0.0,14.0,1749.0,866.0,30.0,566.0,14948.0,1876.0,,1871.0,1255.0,573.0,410.0,538.0,170.0,944.0,7633.0,594.0,6509.0,301.0,6812.0,702.0,77.0,1028.0,412.0,807.0,1755.0,1008.0,1261.0,754.0,16.0,710.0,25.0,138.0,1192.0,1256.0,3437.0,496.0,137.0,663.0,1662.0,203.0,3848.0,171.0,12923.0
2016.0,Midwest_states,Kansas,2870529.0,2394351.0,369971.0,88830.0,879.0,291.0,2664.0,1526.0,4526.0,5355.0,0.0,0.0,94.0,2944.0,2403.0,245.0,97.0,2545.0,735.0,2467.0,,525.0,402.0,0.0,672.0,1237.0,152.0,1192.0,251.0,22577.0,683.0,2821.0,247.0,0.0,900.0,401.0,2807.0,1625.0,373.0,735.0,5607.0,570.0,465.0,384.0,176.0,584.0,1754.0,10102.0,845.0,71.0,1812.0,1885.0,0.0,125.0,79.0,17377.0
2016.0,South_states,Kentucky,4385213.0,3698797.0,553718.0,113238.0,2272.0,361.0,1177.0,756.0,6594.0,2721.0,329.0,0.0,0.0,9255.0,4845.0,103.0,0.0,6394.0,10990.0,709.0,1503.0,,1358.0,411.0,1087.0,530.0,3005.0,947.0,1710.0,2379.0,30.0,103.0,695.0,679.0,572.0,101.0,3404.0,3557.0,282.0,13426.0,600.0,285.0,2084.0,0.0,1375.0,318.0,12132.0,5585.0,874.0,0.0,3145.0,313.0,2929.0,1313.0,0.0,19460.0
2016.0,South_states,Louisiana,4622042.0,3994321.0,526380.0,85371.0,5658.0,359.0,857.0,1471.0,4654.0,2529.0,192.0,0.0,54.0,3597.0,3280.0,292.0,464.0,2556.0,270.0,1315.0,1497.0,276.0,,35.0,248.0,1024.0,1026.0,415.0,8208.0,1005.0,606.0,145.0,112.0,0.0,552.0,158.0,1882.0,4565.0,0.0,1373.0,1807.0,607.0,965.0,170.0,992.0,118.0,2184.0,21925.0,280.0,122.0,2548.0,1516.0,586.0,714.0,162.0,15970.0
2016.0,Northeast_states,Maine,1319292.0,1146220.0,129892.0,38590.0,471.0,7.0,257.0,0.0,1315.0,407.0,1664.0,26.0,162.0,2967.0,248.0,579.0,13.0,448.0,114.0,473.0,41.0,429.0,118.0,,332.0,7799.0,256.0,224.0,0.0,1163.0,26.0,0.0,0.0,5649.0,1888.0,160.0,1896.0,1042.0,429.0,236.0,143.0,188.0,986.0,1150.0,345.0,0.0,461.0,610.0,589.0,661.0,1276.0,907.0,107.0,328.0,0.0,4590.0
2016.0,South_states,Maryland,5949566.0,5140378.0,606423.0,158647.0,1241.0,53.0,940.0,349.0,6348.0,2210.0,707.0,5674.0,19754.0,10887.0,6942.0,1595.0,108.0,1193.0,468.0,326.0,655.0,701.0,406.0,281.0,,2559.0,2149.0,661.0,1246.0,515.0,65.0,427.0,512.0,61.0,7411.0,1416.0,11622.0,7845.0,62.0,4295.0,382.0,522.0,13462.0,928.0,1651.0,198.0,2288.0,5229.0,387.0,347.0,23926.0,2176.0,4744.0,723.0,0.0,44118.0
2016.0,Northeast_states,Massachusetts,6745441.0,5866016.0,657022.0,149408.0,681.0,115.0,2511.0,388.0,12831.0,3046.0,11229.0,308.0,1398.0,11295.0,2517.0,457.0,96.0,6227.0,1282.0,378.0,1021.0,689.0,890.0,3360.0,2836.0,,1629.0,561.0,50.0,1259.0,0.0,598.0,355.0,10579.0,5980.0,799.0,21876.0,3661.0,0.0,2259.0,1180.0,699.0,7188.0,9776.0,1720.0,137.0,780.0,3446.0,524.0,3226.0,4166.0,1463.0,292.0,1484.0,166.0,72995.0
2016.0,Midwest_states,Michigan,9813772.0,8362412.0,1240633.0,155874.0,2287.0,285.0,4061.0,806.0,8001.0,2120.0,912.0,286.0,642.0,14302.0,6090.0,410.0,2441.0,13818.0,10775.0,613.0,669.0,2351.0,643.0,444.0,2091.0,2604.0,,2661.0,2885.0,3217.0,1156.0,963.0,1742.0,384.0,2295.0,85.0,6627.0,5848.0,120.0,16222.0,984.0,743.0,3144.0,447.0,2129.0,80.0,5154.0,10484.0,718.0,424.0,1989.0,1849.0,435.0,5058.0,1380.0,54853.0
2016.0,Midwest_states,Minnesota,5455904.0,4669227.0,645164.0,111307.0,115.0,334.0,4475.0,484.0,6232.0,4691.0,407.0,65.0,239.0,2999.0,2468.0,393.0,407.0,9753.0,1769.0,5329.0,2295.0,491.0,488.0,115.0,730.0,1141.0,2240.0,,137.0,2321.0,541.0,1973.0,561.0,175.0,417.0,255.0,1626.0,1307.0,10745.0,2570.0,1542.0,1060.0,1180.0,0.0,403.0,5127.0,1393.0,4849.0,1828.0,40.0,1071.0,2666.0,331.0,18683.0,846.0,30206.0
2016.0,South_states,Mississippi,2951081.0,2556013.0,324577.0,64639.0,5125.0,0.0,544.0,3244.0,4317.0,441.0,101.0,0.0,182.0,4046.0,2150.0,389.0,908.0,3383.0,814.0,163.0,203.0,1623.0,5777.0,0.0,519.0,58.0,1298.0,81.0,,1034.0,29.0,721.0,465.0,82.0,199.0,155.0,570.0,2485.0,24.0,1204.0,765.0,617.0,737.0,12.0,1129.0,0.0,10017.0,4046.0,48.0,0.0,1230.0,1989.0,260.0,1455.0,0.0,5852.0
2016.0,Midwest_states,Missouri,6022165.0,5078669.0,758791.0,162809.0,2283.0,1288.0,2958.0,8523.0,7037.0,4960.0,445.0,651.0,266.0,5881.0,3902.0,508.0,535.0,25906.0,2622.0,5799.0,19812.0,2895.0,2873.0,221.0,1244.0,688.0,4371.0,1893.0,2988.0,,0.0,2764.0,1194.0,142.0,630.0,1045.0,2519.0,1802.0,815.0,3333.0,4221.0,1734.0,3053.0,117.0,2490.0,838.0,4026.0,11488.0,1272.0,61.0,2918.0,2916.0,514.0,1828.0,540.0,21896.0
2016.0,West_states,Montana,1032794.0,863174.0,128300.0,37775.0,296.0,608.0,1416.0,340.0,5173.0,2521.0,69.0,0.0,0.0,714.0,390.0,18.0,1744.0,1171.0,284.0,114.0,240.0,43.0,285.0,11.0,750.0,77.0,234.0,2089.0,359.0,158.0,,115.0,979.0,21.0,0.0,694.0,142.0,350.0,1378.0,174.0,919.0,1636.0,428.0,0.0,288.0,160.0,138.0,2177.0,1343.0,114.0,0.0,5132.0,110.0,939.0,1434.0,3545.0
2016.0,Midwest_states,Nebraska,1882987.0,1573126.0,248118.0,51448.0,227.0,549.0,1264.0,568.0,3661.0,5557.0,1269.0,46.0,70.0,2364.0,861.0,155.0,442.0,2415.0,381.0,5863.0,3393.0,182.0,126.0,22.0,669.0,143.0,660.0,1656.0,455.0,2193.0,164.0,,589.0,255.0,852.0,386.0,585.0,466.0,676.0,297.0,751.0,314.0,483.0,988.0,502.0,1617.0,270.0,2702.0,1064.0,0.0,935.0,812.0,45.0,223.0,1281.0,10295.0
2016.0,West_states,Nevada,2907243.0,2400809.0,374058.0,117899.0,394.0,562.0,5741.0,534.0,45482.0,3293.0,499.0,97.0,0.0,4997.0,2474.0,6067.0,1013.0,2963.0,835.0,737.0,727.0,1268.0,714.0,493.0,258.0,391.0,2272.0,1320.0,138.0,1151.0,664.0,492.0,,221.0,2467.0,1406.0,4742.0,1268.0,333.0,1074.0,221.0,906.0,1016.0,218.0,1310.0,777.0,1189.0,3343.0,3260.0,37.0,1307.0,4639.0,14.0,889.0,1686.0,14477.0
2016.0,Northeast_states,New Hampshire,1322101.0,1122068.0,140603.0,52457.0,174.0,740.0,678.0,0.0,953.0,1008.0,2435.0,0.0,83.0,2128.0,1174.0,360.0,125.0,144.0,197.0,237.0,317.0,0.0,29.0,3353.0,647.0,21063.0,409.0,247.0,368.0,364.0,32.0,90.0,398.0,,396.0,0.0,3869.0,1113.0,0.0,416.0,67.0,0.0,1799.0,932.0,0.0,0.0,95.0,1527.0,613.0,2789.0,696.0,11.0,297.0,84.0,0.0,6973.0
2016.0,Northeast_states,New Jersey,8852286.0,7934689.0,703637.0,144359.0,48.0,299.0,1013.0,137.0,8239.0,1364.0,3884.0,1809.0,736.0,10399.0,2985.0,551.0,0.0,1633.0,1147.0,110.0,560.0,138.0,567.0,483.0,5168.0,3458.0,1445.0,508.0,267.0,1410.0,479.0,290.0,365.0,112.0,,141.0,48558.0,3436.0,263.0,2166.0,285.0,192.0,23566.0,129.0,1520.0,318.0,1608.0,5554.0,104.0,360.0,5341.0,534.0,350.0,330.0,0.0,69601.0
2016.0,West_states,New Mexico,2057857.0,1768040.0,214411.0,64802.0,732.0,749.0,7350.0,552.0,4939.0,4293.0,305.0,308.0,105.0,2411.0,894.0,429.0,382.0,452.0,324.0,105.0,292.0,338.0,469.0,353.0,1546.0,482.0,1390.0,811.0,0.0,1700.0,170.0,0.0,1319.0,629.0,397.0,,1638.0,987.0,0.0,869.0,1022.0,884.0,1748.0,3.0,585.0,10.0,1723.0,17155.0,625.0,0.0,801.0,1843.0,153.0,332.0,198.0,10604.0
2016.0,Northeast_states,New York,19526443.0,17465164.0,1634487.0,260723.0,402.0,421.0,4971.0,755.0,22626.0,3463.0,16339.0,1069.0,3042.0,23515.0,5180.0,1534.0,573.0,8949.0,2462.0,375.0,479.0,1688.0,2095.0,1596.0,8332.0,17877.0,3551.0,1309.0,802.0,2918.0,132.0,181.0,435.0,2044.0,33747.0,665.0,,9471.0,306.0,6648.0,1396.0,2506.0,22933.0,1006.0,4716.0,159.0,3661.0,9368.0,1068.0,3895.0,10761.0,4929.0,1503.0,2787.0,83.0,166069.0
2016.0,South_states,North Carolina,10032407.0,8460264.0,1190972.0,330896.0,3491.0,2059.0,3539.0,1135.0,17653.0,4285.0,7425.0,955.0,1737.0,32234.0,24882.0,1365.0,1267.0,8568.0,4211.0,480.0,2245.0,3409.0,2562.0,1324.0,9671.0,5116.0,6818.0,1782.0,1509.0,4563.0,139.0,164.0,2111.0,1548.0,11706.0,462.0,29702.0,,668.0,9665.0,2997.0,1263.0,13506.0,897.0,32088.0,743.0,8233.0,11981.0,1271.0,608.0,35641.0,4751.0,3722.0,2600.0,145.0,50275.0
2016.0,Midwest_states,North Dakota,746271.0,620891.0,91010.0,29655.0,193.0,151.0,681.0,144.0,1797.0,500.0,34.0,0.0,0.0,230.0,196.0,16.0,513.0,631.0,132.0,149.0,181.0,86.0,249.0,0.0,0.0,62.0,369.0,11684.0,422.0,563.0,1307.0,922.0,183.0,385.0,576.0,144.0,133.0,162.0,,174.0,339.0,347.0,28.0,0.0,0.0,2377.0,177.0,1378.0,38.0,0.0,251.0,709.0,144.0,556.0,342.0,4715.0
2016.0,Midwest_states,Ohio,11481752.0,9755589.0,1482286.0,195396.0,3101.0,169.0,2620.0,873.0,11777.0,3265.0,1340.0,452.0,784.0,15087.0,3987.0,771.0,31.0,12463.0,11578.0,389.0,1622.0,10952.0,2017.0,509.0,2611.0,2462.0,13107.0,2793.0,605.0,2206.0,617.0,410.0,2132.0,1068.0,4520.0,551.0,9518.0,8822.0,292.0,,2210.0,1483.0,14425.0,667.0,2487.0,217.0,7805.0,8712.0,1622.0,435.0,5844.0,3423.0,8726.0,1660.0,179.0,48481.0
2016.0,South_states,Oklahoma,3873232.0,3225478.0,530770.0,102000.0,176.0,328.0,1912.0,7396.0,11302.0,3698.0,391.0,185.0,254.0,3155.0,2542.0,385.0,595.0,3007.0,1087.0,1283.0,6048.0,1331.0,1484.0,82.0,569.0,205.0,1577.0,528.0,865.0,5253.0,481.0,145.0,627.0,393.0,424.0,1011.0,2051.0,1909.0,212.0,1282.0,,635.0,1405.0,0.0,1108.0,194.0,1309.0,28060.0,783.0,61.0,1312.0,1658.0,174.0,829.0,299.0,14984.0
2016.0,West_states,Oregon,4052221.0,3307805.0,577950.0,139334.0,167.0,549.0,4932.0,921.0,43804.0,3625.0,1127.0,159.0,606.0,3172.0,906.0,3302.0,4576.0,2245.0,1052.0,215.0,1748.0,997.0,769.0,419.0,1678.0,817.0,993.0,724.0,235.0,1194.0,2827.0,644.0,1631.0,0.0,978.0,2463.0,2899.0,2142.0,402.0,1421.0,2185.0,,1958.0,156.0,531.0,608.0,1168.0,5377.0,3246.0,158.0,2141.0,24207.0,140.0,557.0,563.0,27132.0
2016.0,Northeast_states,Pennsylvania,12645493.0,11016361.0,1308271.0,252060.0,1978.0,820.0,2076.0,979.0,12381.0,3434.0,6629.0,5168.0,1908.0,12938.0,5206.0,588.0,629.0,5341.0,1559.0,936.0,1154.0,1487.0,513.0,770.0,19747.0,8352.0,2283.0,1557.0,399.0,1363.0,171.0,1063.0,803.0,1259.0,40118.0,675.0,40208.0,9251.0,106.0,10700.0,1130.0,2511.0,,1204.0,1582.0,162.0,2746.0,12497.0,2014.0,604.0,12785.0,3772.0,3979.0,2337.0,188.0,68801.0
2016.0,Northeast_states,Rhode Island,1045691.0,898574.0,106725.0,32800.0,53.0,0.0,360.0,91.0,1484.0,421.0,4252.0,23.0,177.0,2778.0,390.0,17.0,0.0,621.0,0.0,307.0,0.0,41.0,0.0,209.0,623.0,9077.0,696.0,141.0,135.0,87.0,84.0,196.0,97.0,923.0,631.0,0.0,2631.0,812.0,113.0,318.0,58.0,90.0,900.0,,348.0,121.0,581.0,1079.0,60.0,337.0,714.0,399.0,0.0,325.0,0.0,7592.0
2016.0,South_states,South Carolina,4903788.0,4176954.0,542415.0,165230.0,2823.0,411.0,1708.0,581.0,4846.0,1947.0,2941.0,146.0,1552.0,13371.0,16234.0,858.0,47.0,4512.0,2816.0,165.0,965.0,1312.0,1495.0,779.0,6900.0,3027.0,3206.0,621.0,760.0,1168.0,215.0,90.0,180.0,1143.0,3664.0,139.0,10230.0,30447.0,595.0,6634.0,1192.0,663.0,7865.0,708.0,,590.0,3709.0,7373.0,424.0,0.0,8081.0,1943.0,2403.0,1243.0,508.0,19189.0
2016.0,Midwest_states,South Dakota,853832.0,720262.0,97747.0,31789.0,0.0,346.0,732.0,18.0,2929.0,820.0,0.0,0.0,0.0,758.0,128.0,0.0,108.0,757.0,844.0,2887.0,1123.0,52.0,127.0,0.0,26.0,271.0,145.0,4991.0,125.0,500.0,468.0,1803.0,98.0,0.0,0.0,389.0,89.0,100.0,1858.0,788.0,23.0,236.0,147.0,448.0,0.0,,147.0,1946.0,662.0,0.0,720.0,976.0,131.0,1026.0,2047.0,4034.0
2016.0,South_states,Tennessee,6580953.0,5644022.0,742615.0,170867.0,7683.0,1141.0,1449.0,5583.0,7996.0,1692.0,2042.0,185.0,295.0,14926.0,16367.0,1397.0,219.0,9737.0,6736.0,646.0,1597.0,12562.0,2004.0,2799.0,794.0,2130.0,3954.0,2484.0,8739.0,3287.0,662.0,216.0,274.0,340.0,1659.0,159.0,4905.0,5933.0,61.0,7210.0,1486.0,647.0,2723.0,0.0,2173.0,207.0,,11827.0,181.0,309.0,6681.0,2187.0,1249.0,1309.0,25.0,23449.0
2016.0,South_states,Texas,27472626.0,23105984.0,3599897.0,531996.0,6915.0,2257.0,20322.0,11986.0,69945.0,21596.0,1834.0,2012.0,1624.0,31145.0,16174.0,3630.0,2668.0,21848.0,10084.0,6600.0,10670.0,7090.0,27998.0,1544.0,7112.0,5636.0,10036.0,6795.0,8825.0,13946.0,1974.0,6201.0,6499.0,1542.0,8723.0,13041.0,18209.0,12463.0,2026.0,9363.0,30532.0,3704.0,11769.0,1361.0,7969.0,860.0,15565.0,,9082.0,252.0,19660.0,14335.0,915.0,4927.0,732.0,234749.0
2016.0,West_states,Utah,3002244.0,2474308.0,396018.0,107083.0,125.0,2350.0,9140.0,1136.0,23034.0,3615.0,1024.0,184.0,490.0,2707.0,1541.0,1516.0,9520.0,1440.0,1349.0,373.0,510.0,1142.0,878.0,63.0,812.0,390.0,1340.0,811.0,186.0,2103.0,1637.0,523.0,5181.0,0.0,702.0,871.0,2511.0,1921.0,1266.0,833.0,1194.0,2790.0,1992.0,0.0,766.0,795.0,964.0,7467.0,,221.0,1392.0,5074.0,51.0,398.0,755.0,24835.0
2016.0,Northeast_states,Vermont,619387.0,535268.0,60744.0,21262.0,0.0,0.0,337.0,0.0,1018.0,350.0,1076.0,29.0,62.0,876.0,14.0,41.0,0.0,187.0,3.0,82.0,0.0,66.0,0.0,988.0,540.0,3731.0,59.0,7.0,0.0,45.0,0.0,0.0,0.0,3285.0,1393.0,60.0,3186.0,331.0,41.0,118.0,0.0,395.0,1449.0,262.0,38.0,619.0,6.0,7.0,77.0,,242.0,165.0,23.0,54.0,0.0,2113.0
2016.0,South_states,Virginia,8312297.0,7008805.0,961003.0,264164.0,2424.0,1624.0,3584.0,519.0,17473.0,3269.0,5158.0,1382.0,8692.0,19439.0,6319.0,3548.0,148.0,7719.0,2276.0,229.0,771.0,4959.0,2296.0,1232.0,28394.0,5442.0,4722.0,1194.0,891.0,2786.0,106.0,1950.0,2305.0,641.0,7715.0,2067.0,14827.0,22598.0,80.0,7689.0,3693.0,904.0,14122.0,1270.0,8354.0,142.0,7491.0,15873.0,1507.0,872.0,,4925.0,6618.0,1877.0,48.0,78325.0
2016.0,West_states,Washington,7202119.0,5924723.0,958326.0,257728.0,1465.0,5374.0,12801.0,823.0,51485.0,13012.0,1309.0,277.0,748.0,9093.0,2804.0,4497.0,11619.0,7422.0,1296.0,784.0,2568.0,2042.0,1109.0,266.0,2733.0,4715.0,4472.0,4153.0,689.0,3327.0,4707.0,1428.0,3551.0,785.0,3287.0,2232.0,7083.0,7250.0,2021.0,2834.0,2041.0,32384.0,1556.0,373.0,1374.0,1156.0,3672.0,16005.0,5404.0,743.0,3834.0,,319.0,1940.0,866.0,61342.0
2016.0,South_states,West Virginia,1810709.0,1582818.0,176953.0,47196.0,284.0,11.0,57.0,195.0,1095.0,464.0,631.0,0.0,490.0,1992.0,1650.0,0.0,48.0,354.0,343.0,64.0,205.0,1654.0,357.0,597.0,7100.0,21.0,572.0,0.0,152.0,123.0,39.0,0.0,293.0,135.0,481.0,81.0,1320.0,2419.0,134.0,7281.0,12.0,0.0,6226.0,0.0,435.0,124.0,1903.0,1345.0,179.0,0.0,6114.0,216.0,,0.0,0.0,3742.0
2016.0,Midwest_states,Wisconsin,5712104.0,4876817.0,696530.0,118814.0,966.0,738.0,3364.0,1397.0,6830.0,4129.0,344.0,0.0,215.0,5242.0,708.0,323.0,1400.0,31323.0,3481.0,3383.0,401.0,992.0,745.0,63.0,574.0,1058.0,5433.0,18036.0,90.0,1619.0,159.0,469.0,1126.0,417.0,521.0,710.0,1484.0,1152.0,614.0,2129.0,1404.0,1383.0,1525.0,81.0,518.0,872.0,1096.0,4526.0,1237.0,138.0,2235.0,1634.0,110.0,,420.0,19943.0
2016.0,West_states,Wyoming,577567.0,472996.0,75995.0,26471.0,265.0,524.0,352.0,77.0,1586.0,4227.0,0.0,0.0,0.0,187.0,1.0,0.0,1074.0,150.0,119.0,568.0,291.0,437.0,150.0,66.0,7.0,0.0,325.0,473.0,0.0,16.0,1307.0,852.0,111.0,0.0,503.0,799.0,57.0,46.0,843.0,318.0,672.0,609.0,2660.0,1.0,337.0,853.0,10.0,1914.0,1312.0,0.0,90.0,1426.0,169.0,687.0,,2105.0
2016.0,,Puerto Rico,3384760.0,3143116.0,216969.0,21196.0,49.0,0.0,188.0,109.0,200.0,40.0,580.0,259.0,0.0,4548.0,206.0,63.0,0.0,802.0,0.0,0.0,0.0,433.0,96.0,0.0,164.0,3060.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1451.0,0.0,3416.0,42.0,0.0,0.0,20.0,0.0,3296.0,0.0,163.0,0.0,143.0,1008.0,0.0,0.0,67.0,368.0,0.0,173.0,0.0,3479.0
2015.0,All,United States2,317635720.0,270873397.0,37146496.0,7530129.0,100809.0,40552.0,184476.0,76673.0,643710.0,182945.0,103343.0,30881.0,64736.0,445320.0,249302.0,60459.0,55885.0,337592.0,141616.0,81054.0,99652.0,109026.0,100167.0,37053.0,181803.0,174793.0,180337.0,127471.0,81358.0,155529.0,32620.0,53210.0,99409.0,41885.0,227380.0,68415.0,448855.0,237206.0,31867.0,213236.0,98771.0,109240.0,262887.0,29918.0,134555.0,25769.0,176961.0,445343.0,84071.0,22135.0,268593.0,178528.0,51953.0,109243.0,31537.0,2085698.0
2015.0,South_states,Alabama,4801599.0,4113945.0,561019.0,114876.0,,767.0,1865.0,2329.0,3397.0,1927.0,894.0,77.0,521.0,15755.0,27433.0,399.0,0.0,2400.0,1184.0,478.0,1277.0,1365.0,1566.0,97.0,1435.0,446.0,2540.0,193.0,7442.0,1174.0,120.0,339.0,539.0,166.0,193.0,773.0,2061.0,3974.0,1162.0,1513.0,725.0,593.0,2690.0,43.0,1968.0,103.0,7206.0,6469.0,362.0,173.0,4772.0,871.0,445.0,491.0,164.0,11759.0
2015.0,West_states,Alaska,727862.0,582909.0,105769.0,34696.0,279.0,,658.0,73.0,3062.0,1815.0,109.0,0.0,0.0,1473.0,1044.0,732.0,544.0,819.0,138.0,193.0,434.0,238.0,210.0,17.0,444.0,449.0,955.0,1173.0,0.0,905.0,461.0,233.0,2129.0,338.0,0.0,766.0,1028.0,2078.0,71.0,408.0,780.0,1389.0,263.0,0.0,873.0,312.0,133.0,2196.0,337.0,53.0,521.0,3988.0,0.0,161.0,414.0,4488.0
2015.0,West_states,Arizona,6747595.0,5536087.0,910911.0,253281.0,607.0,2519.0,,553.0,54646.0,11039.0,2417.0,927.0,330.0,7833.0,3671.0,2069.0,2835.0,11017.0,4087.0,3963.0,2625.0,3599.0,1801.0,780.0,2105.0,3030.0,9069.0,8499.0,544.0,4069.0,1798.0,986.0,7153.0,445.0,2782.0,8030.0,5564.0,5323.0,1150.0,5147.0,3906.0,7163.0,3910.0,298.0,842.0,1582.0,3253.0,13025.0,10165.0,406.0,3801.0,14183.0,0.0,5262.0,2473.0,47316.0
2015.0,South_states,Arkansas,2938341.0,2440359.0,407352.0,81594.0,956.0,205.0,1683.0,,5075.0,2429.0,0.0,79.0,196.0,2641.0,2407.0,45.0,214.0,2999.0,784.0,589.0,2036.0,497.0,3601.0,0.0,70.0,521.0,1922.0,114.0,3415.0,6367.0,1058.0,337.0,292.0,0.0,122.0,645.0,395.0,2006.0,143.0,777.0,7505.0,34.0,358.0,0.0,311.0,146.0,6033.0,17708.0,445.0,36.0,2355.0,313.0,143.0,1312.0,275.0,9036.0
2015.0,West_states,California,38675135.0,33446324.0,4377667.0,514477.0,5273.0,6022.0,34204.0,2867.0,,21157.0,6205.0,1118.0,3908.0,25638.0,11630.0,10475.0,5840.0,26189.0,8650.0,1394.0,3943.0,3781.0,6324.0,1745.0,9981.0,12628.0,8852.0,4887.0,2539.0,6465.0,2017.0,3282.0,25332.0,1859.0,12890.0,5239.0,36896.0,12463.0,1035.0,12836.0,8350.0,20838.0,13595.0,2179.0,6301.0,610.0,8781.0,41713.0,8814.0,766.0,15009.0,33131.0,413.0,6741.0,1672.0,336667.0
