RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01
40,New Jersey,11,165200,164863,164561,164347,164288,164328,164429,164505,164609,164864,165243,165716,166110,166549,167064,167580,167995,168347,168667,169117,169604,170011,170365,170594,170923,171175,171470,171757,172167,172702,173411,174059,174748,175369,176172,177093,178137,179291,180442,181715,182773,183776,184682,185917,187283,188785,190187,191582,192968,194294,195691,197103,198727,200408,202085,203665,205224,206817,208617,210436,212389,214305,216271,218211,220078,222036,224131,226254,228356,230476,232702,235028,237337,239692,242150,244768,247825,251172,254717,258189,261663,265120,268489,271732,274894,278015,281189,284409,287522,290380,292976,295568,298316,301279,304412,307818,311191,314901,318582,322495,326393,330346,334365,338346,342274,346221,349844,353360,357082,360989,365117,369168,373301,377302,381410,385496,389479,392754,395721,398233,400720,402855,404708,405888,406268,406197,405532,404705,403416,402064,400930,400440,400269,399832,398553,396817,394960,393289,391796,390269,388517,386677,384722,382191,378991,375331,372087,369238,366633,363883,360792,357386,354190,351495,348861,346295,343483,341019,338747,336803,335229,334012,333334,332932,332781,332264,331738,331045,330677,330298,329817,329085,327819,326052,323905,321914,319925,317978,315818,313551,311390,309152,307016,304812,303037,301475,299963,298120,296239,294597,293512,292811,292040,291263,290270,289463,288640,288314,288377,288816,289428,290076,290601,290980,291388,292222,293622,295340,297155,298710,300144,301550,302691,303709,304227,305292,306279,307286,307798,308117,308240,308096,307843,307470,307385,307664,308479,308752,309067,309094,309381,309442,309592,309955,310339,310872,311248,311224,311204,311127,311390,311534,312031,312607,313166,313615,314216,314791,315409,316250,316923,318053,318716,320035,320740,321876,323121,324576,325857,327077,328281,329692,331130,332380,333810,334616,335670,336248,337039,337980,338960,339907,340453,340726,340895,341202,341575,342123,342706,343444,343976,344315,344688,345131,345903,346768
56,Virginia,12,120854,120810,120753,120711,120778,120898,121071,121209,121354,121437,121600,121714,121905,122055,122233,122460,122640,122854,123004,123271,123490,123855,124135,124443,124612,125001,125394,125771,126063,126255,126502,126702,127063,127387,127783,128199,128779,129317,129994,130616,131223,131850,132515,133235,133938,134700,135596,136468,137277,137975,138616,139388,140287,141249,142179,143149,144187,145275,146207,147186,148134,149206,150206,151231,152209,153244,154297,155456,156599,157781,158994,160211,161479,162670,163987,165240,166583,167910,169315,170735,172177,173613,175098,176583,178090,179560,181010,182525,184100,185799,187811,189939,192132,194263,196664,199270,202040,205048,208421,212142,216106,220026,223653,227003,230542,234290,237848,241431,245286,249723,254000,257995,261596,265340,268822,272225,275091,277760,280271,282630,284406,285517,286268,287096,287666,287623,287309,287009,287003,286912,286891,286817,286868,286405,285478,284104,283000,282105,281228,280059,278394,276577,274495,272109,269417,266777,264697,262611,260335,258029,256094,254283,252472,250446,248606,246859,245263,243917,242709,241975,241343,240746,240043,239688,239592,239842,239982,240231,240498,240698,240478,239723,238847,238091,237422,236513,235612,234651,233666,232631,231751,230981,230475,230114,229991,229646,229162,228598,228316,228070,228194,228361,228638,228985,229300,229701,229972,230417,231162,232172,232956,233732,234387,235229,235971,236625,237252,238001,238894,239908,240618,241277,241895,242752,243358,243823,244128,244407,244809,245188,245482,245616,245890,246181,246497,246538,246975,247441,247890,248296,248590,248928,249245,249649,250065,250364,250694,251085,251198,251347,251768,252509,253282,254009,254736,255509,256205,257057,258001,258994,260054,260935,261824,262457,263197,263812,264547,265233,266045,266966,267726,268608,269162,270007,270711,271735,272623,273502,274124,274682,275224,276007,277023,278012,279078,280025,280990,281769,282583,283455,284448,285488,286479,287178,287736,288217
59,Washington,13,142184,142320,142665,143067,143554,143955,144445,145026,145691,146249,146847,147514,148430,149366,150023,150629,151085,151641,152221,152837,153587,154765,155969,157148,157807,158511,159258,160191,161321,162717,163907,164926,165680,166087,166561,167090,168095,168916,170043,170944,171920,172697,173780,174931,175986,176948,177922,178863,179792,180815,181618,182522,183189,183886,184407,185046,185819,186750,187632,188458,189215,189868,190583,191177,191918,192604,193418,194139,195084,195826,196614,197226,197768,198166,198545,199106,199690,200334,200982,201753,202273,202983,203753,204844,205880,207015,208014,209074,210280,211662,213109,214401,215805,217376,219104,220758,222465,224446,226588,228628,230436,232357,234522,237060,239985,243037,245714,248585,251624,255003,258889,263150,267875,272362,276590,280845,284863,288554,292370,295844,299498,302919,306112,309066,311560,313918,316201,318007,319406,320519,321820,323502,325465,326913,327646,327587,327601,327378,326418,324987,323555,322163,320704,318947,316641,313774,310770,307925,304845,301678,298714,295786,292806,290306,287422,284286,280007,276545,273830,272273,270972,269842,269209,268871,268488,267159,265831,264760,265034,265448,264765,262798,260169,257936,255433,252999,250611,248738,247364,245471,243179,239793,237250,235064,233688,232094,230636,229202,228048,227336,226331,226047,225925,226888,228018,229447,230852,232299,234021,236069,238109,239715,241481,243628,246111,248679,250666,252833,254878,257192,258983,260374,261617,263116,264958,265998,266968,267462,268980,270245,271358,272168,273498,275027,276817,278804,280329,282323,284151,286710,288692,290640,293154,295827,298603,301210,303765,306124,308859,311547,314284,316632,319226,322153,324789,327559,330043,333054,336011,338990,342019,345134,348608,351950,355356,358815,362130,365103,368206,371142,374689,378071,382060,385757,389328,392099,394307,395855,397371,399203,401125,402635,403324,404041,404351,404911,405304,406476,408045,410050,412230,414329,416405,418849,421749,424869
26,Massachusetts,14,158754,158990,159235,159602,160100,160576,161153,161705,162300,162418,162646,162807,163347,163968,164666,165293,165956,166707,167494,168279,169238,170710,172222,173771,174954,176119,177318,178410,179538,180777,182100,183656,184908,186683,188549,190702,192734,194738,196692,199010,200771,202608,204069,205773,207853,209878,212237,214293,216425,218566,220754,223019,225768,228732,231771,234629,237559,240490,243279,246129,249065,252039,255176,258227,261442,264232,267155,269995,272767,275420,277881,280522,283146,285976,288954,292360,295679,299188,303054,307068,310979,314339,317699,321011,324412,327719,330791,333271,335736,338118,340486,342866,345425,348245,350995,353658,356360,359112,362026,365336,368698,372163,375099,377881,380473,383045,386085,388791,391394,393400,394873,396171,397078,398372,399585,400600,400703,400457,399384,398458,397340,396351,395237,393344,391296,388625,386355,383929,382016,380640,379699,379005,377871,376410,374645,373075,371655,370474,368882,367335,365634,363496,361106,358458,356002,353689,351666,349733,347752,345345,342914,340318,337684,335101,332562,330249,328172,326799,325724,325208,324853,325232,325757,326563,327345,328447,329892,331081,332017,332174,332083,331308,330412,329013,327824,326637,325820,324801,323285,321362,319551,317917,316815,315880,315128,314155,312778,311243,309832,308810,307734,307395,307387,308070,308484,308982,309397,309986,311178,313014,315146,316728,319184,321347,323665,325349,327133,329124,331232,333893,336371,338297,339307,340280,340807,342003,343345,344720,345760,346479,347266,347552,347659,348123,349635,351691,353375,354506,354679,355225,355823,357348,358922,360342,361920,362840,363595,364375,366125,367835,369923,371659,373388,374210,375243,376965,378914,381230,383066,384712,385668,386756,388672,390933,393574,396202,398157,400120,401625,403944,405898,407967,410314,412812,414637,415992,417285,419041,420607,421453,422263,422701,423648,424049,424131,424172,424479,425053,425512,425839,426647,427894,429387,430752,432087,433906
22,Indiana,15,107588,107387,107553,107648,107425,107286,106401,105560,104419,103896,103308,103229,102847,102423,102173,102176,102572,102380,103159,103828,104852,105119,105323,105589,106073,106222,105128,103811,102967,103123,103515,103861,104377,104545,104656,104552,104489,104539,105084,105614,105119,104282,102864,101867,100603,100066,99982,100000,99728,99561,99568,99875,100408,100880,101505,102114,102776,103247,103351,103471,103660,103912,104055,104105,104358,104569,104898,105032,105273,105286,105390,105375,105446,105520,105696,105845,105866,105908,106005,106210,106394,106500,106603,106709,106961,107133,107315,107474,107707,107984,108249,108500,108735,108896,109014,109224,109515,109901,110167,110444,110789,111138,111519,111869,112260,113147,114130,115194,115759,116258,116753,117281,117695,118044,118302,118566,118774,118744,118696,118557,118683,118873,119190,119516,119852,120221,120578,120792,120979,121048,121168,121217,121370,121400,121364,121265,121242,121215,121188,121316,121528,121697,121695,121611,121391,121204,121013,120883,120651,120378,120151,119838,119365,118977,118586,118347,118026,117787,117521,117197,116907,116710,116549,116501,116513,116498,116555,116512,116595,116548,116515,116352,116060,115621,115164,114702,114347,114040,113676,113332,112896,112517,112194,112082,112160,112290,112343,112337,112216,112072,111964,111961,112031,112139,112163,112144,112072,112088,112227,112269,112371,112464,112696,112872,113099,113334,113641,113921,114208,114448,114638,114950,115307,115722,116079,116482,116827,117143,117415,117790,118167,118534,118899,119277,119644,119918,120159,120383,120692,120984,121282,121426,121600,121834,122098,122448,122827,123351,123809,124157,124444,124831,125365,126049,126696,127353,127955,128470,128906,129338,129953,130699,131532,132327,133062,133665,134340,134984,135847,136669,137542,138192,138949,139802,140797,141668,142577,143569,144505,145279,145839,146590,147493,148553,149385,150065,150643,151329,151988,152626,153277,154064,154905,155618,156184,156726
8,Arizona,16,111782,112398,112954,113467,113937,114387,114839,115261,115654,115997,116374,116671,117000,117342,117682,118015,118346,118728,119105,119526,119984,120586,121136,121652,122059,122486,122949,123513,124163,124780,125385,125954,126537,126927,127344,127828,128485,129160,130030,130831,131597,132253,132886,133525,134085,134810,135546,136336,137075,137822,138378,138989,139562,140282,140942,141597,142282,142988,143692,144345,144959,145575,146174,146719,147249,147829,148481,149207,149871,150467,150998,151607,152216,152797,153452,154119,154872,155467,156149,156860,157721,158606,159468,160247,161021,161734,162401,162954,163614,164535,165562,166588,167609,168833,170015,171385,172708,174323,175777,177697,180022,182327,185025,187952,192025,196738,201618,206262,211511,217800,225759,234375,242751,251536,258793,266070,270859,273889,277745,281903,285928,287456,287517,286408,284886,282640,281350,279572,278325,277326,276323,275562,274902,273857,272060,269901,268047,265749,263105,259090,255444,251450,246375,240929,234536,230252,225603,221040,215381,210293,205815,201747,197383,193698,190867,187750,184458,180533,177629,175639,173884,172458,170405,169926,169627,169364,168113,166971,166652,165926,165034,162768,161147,158959,157481,155340,153273,151152,149506,148456,146646,144932,142971,142094,141528,141296,141355,141427,142399,143111,144423,145355,147624,150472,153491,156175,158820,161964,164743,167783,169497,171745,173110,175449,177347,179335,181751,184588,186952,188914,190539,191458,193033,194745,197293,198073,198084,197939,198151,198033,198121,197899,198358,199437,200686,201114,201325,202761,204715,206476,207434,208771,210034,211564,212473,213213,214041,215704,217007,217887,218732,219771,220901,221522,222577,223694,225302,226878,228163,229130,230293,231657,232986,234199,235658,237405,238583,239909,241245,242825,244107,245547,247339,249183,251008,252646,254108,255356,256581,258012,259187,260231,261097,262179,263231,264493,265447,266608,267821,269192,270820,272213,273751,275326,277315,279153
53,Tennessee,17,90275,90713,91162,91626,92076,92464,92818,93185,93566,93890,94259,94637,95084,95471,95808,96131,96462,96870,97286,97705,98103,98705,99279,99800,100087,100397,100725,101015,101330,101683,102120,102465,102791,102878,102972,103059,103355,103689,104104,104550,104963,105263,105502,105819,106133,106453,106778,107104,107451,107738,107977,108227,108462,108764,109027,109352,109741,110234,110604,110951,111213,111509,111762,111980,112267,112543,112850,113065,113216,113340,113528,113741,113923,114110,114315,114552,114730,114916,115126,115364,115624,115835,116084,116305,116574,116842,117129,117385,117658,117937,118237,118543,118853,119226,119590,119985,120373,120751,121123,121511,121927,122382,122877,123398,123946,124536,125169,125838,126516,127223,127958,128759,129550,130356,131106,131887,132679,133447,134194,134870,135549,136199,136876,137552,138260,138936,139598,140203,140752,141223,141645,142082,142496,142877,143194,143446,143628,143678,143619,143439,143203,142827,142420,142023,141752,141534,141255,140863,140339,139811,139327,138862,138378,137971,137603,137141,136465,135662,134936,134334,133920,133607,133391,133201,133090,133060,132978,132953,132902,132928,132828,132643,132316,131927,131488,131057,130576,129952,129406,128823,128392,127920,127584,127267,127012,126740,126449,126197,125988,125918,125842,125862,125886,125996,126051,126191,126309,126490,126638,126765,126946,127168,127486,127842,128244,128571,128931,129258,129742,130279,130938,131621,132207,132713,133091,133401,133657,133976,134373,134779,135110,135362,135561,135735,136067,136510,137042,137557,138088,138742,139361,139960,140538,141175,141880,142625,143283,143987,144709,145472,146145,146707,147277,147973,148738,149625,150512,151475,152435,153272,154020,154901,155972,157101,158216,159305,160386,161325,162220,163138,164127,165084,166188,167191,168222,169171,170205,171274,172268,173229,174151,174961,175746,176589,177422,178252,178976,179765,180504,181208,181967,182799,183682,184622,185548,186471
32,Missouri,18,83138,83397,83634,83844,84075,84335,84661,84979,85271,85492,85645,85826,86045,86346,86658,86996,87317,87636,87854,88066,88280,88580,88900,89190,89472,89772,90100,90440,90697,90892,91141,91473,91862,92239,92662,93107,93492,93800,94108,94414,94889,95373,95764,96026,96332,96794,97264,97727,98243,98809,99358,99931,100530,101139,101791,102510,103166,103663,104066,104599,105222,105879,106523,107145,107697,108236,108797,109398,110042,110704,111400,111997,112545,113049,113585,114133,114653,115226,115820,116417,116938,117467,118078,118713,119351,119958,120570,121136,121764,122397,123043,123605,124201,124780,125291,125743,126145,126610,127091,127657,128142,128560,128930,129395,129911,130464,131002,131567,132155,132796,133409,133978,134563,135153,135739,136264,136761,137202,137608,137973,138367,138700,139043,139363,139665,139984,140311,140684,140962,141158,141235,141294,141347,141361,141354,141327,141290,141157,140898,140527,140154,139860,139681,139439,139019,138590,138195,137830,137400,137010,136645,136072,135416,134782,134309,133832,133311,132737,132173,131636,131258,130914,130705,130776,130979,130987,130691,130544,130586,130610,130344,129876,129270,128536,127788,126932,126126,125353,124711,123853,122895,121976,121356,120984,120634,120378,120053,119751,119357,119026,118824,118859,119067,119257,119305,119244,119281,119486,119613,119891,120183,120746,121118,121406,121487,121634,121901,122251,122576,122769,123130,123401,123756,123994,124321,124632,124983,125424,125863,126265,126615,126942,127252,127606,127902,128082,128267,128584,129122,129617,130109,130550,131041,131532,131992,132378,132912,133465,134098,134628,135114,135686,136286,136980,137612,138260,138971,139780,140467,141173,141885,142657,143372,143912,144480,145040,145736,146585,147419,148206,148893,149586,150234,151002,151844,152737,153539,154346,155189,155824,156406,156943,157656,158363,159074,159653,160191,160747,161340,161897,162348,162859,163382,163920,164367,164783
27,Maryland,19,153782,153927,154046,154108,154074,154132,154226,154353,154479,154425,154392,154333,154423,154429,154539,154742,155024,155140,155258,155372,155447,155669,155886,156244,156388,156516,156532,156522,156652,156890,157055,157106,157273,157675,158258,158755,159219,159604,160051,160562,161062,161573,162179,163008,163798,164511,164969,165503,166010,166724,167401,168129,168729,169399,170187,171009,171907,172675,173568,174426,175492,176432,177471,178468,179652,180872,182066,183359,184696,186248,187802,189468,191132,193010,194876,196862,198842,200832,202852,204871,207081,209313,211653,214062,216414,218754,221075,223435,225767,228343,231215,234212,237074,239940,243109,246331,249684,253106,256941,260948,265383,270065,274580,279238,283751,288702,293288,297786,302556,307652,313258,318963,324670,329684,334815,339218,344088,347819,351705,355387,359116,362498,364905,367006,368251,369188,369505,370225,370429,370666,370380,370371,370075,369733,368996,368133,367114,366189,364556,361677,358478,355776,353594,350982,347739,343546,338877,333864,329241,324929,321034,317947,314779,311198,307150,302917,298877,295252,292688,290588,289071,287368,286035,284907,284220,283793,282878,281980,281329,281365,280941,280167,278543,276988,275175,273068,270883,268949,267863,267064,265981,264387,262932,261515,260386,259199,258531,258015,257585,256804,256122,255689,255651,255763,256028,256600,257382,258202,258805,259503,260470,261846,263177,264603,265988,267797,269472,271205,272697,274369,275955,277662,278886,280008,280938,281459,282069,282004,282302,282271,282630,282677,282877,283099,283247,283217,283126,283574,283664,283992,283962,284253,284409,284619,284777,284574,285015,285535,286374,286854,287687,288832,289762,290821,291557,292804,293770,294962,295812,297010,298046,299055,299801,300304,301129,301567,302517,303410,304777,306145,307363,307891,308569,309388,310801,311910,312862,313867,314522,314982,315215,315707,316286,317046,317560,317933,318028,318369,318693,319099,319561,320059,320518,320701,320905,321199
60,Wisconsin,20,100353,100715,101222,101728,102215,102631,103051,103494,103940,104355,104721,105155,105512,105896,106102,106336,106552,106840,107174,107404,107647,107823,108170,108540,109001,109307,109566,109805,110152,110589,110949,111392,111796,112385,112971,113580,114193,114741,115315,115835,116301,116713,117172,117811,118526,119247,119736,120220,120534,121033,121524,122129,122723,123309,123891,124401,124916,125398,125999,126613,127346,127985,128624,129225,129824,130432,130997,131604,132211,132867,133514,134103,134666,135165,135668,136120,136631,137153,137776,138464,139209,139943,140654,141465,142199,142977,143730,144542,145553,146632,147789,148634,149418,150321,151440,152520,153600,154769,156024,157351,158334,159296,160170,161282,162417,163230,163868,164549,165559,166695,167860,168993,170103,171016,171746,172395,172971,173509,174114,174615,175006,175179,175230,175248,175330,175540,175787,176014,176146,176537,176795,177147,177189,177154,176956,176635,176401,176217,176245,176263,176247,176232,175701,174912,173805,173037,172490,172047,171460,170786,169819,168764,167711,166112,165079,164083,163814,163141,162550,161914,161589,161301,161058,160761,160486,160608,160813,161025,160978,160817,160304,159643,158495,157122,155882,154718,153826,152865,151890,150812,149591,148373,147431,146563,146140,145871,145677,145469,145131,144799,144420,144072,143828,143839,143907,144113,144111,144153,144054,144136,144169,144383,144309,144618,145152,146033,146750,147399,148140,149013,149859,150456,150915,151341,152029,152781,153170,153328,153537,153964,154247,154325,154433,154738,155224,155681,156223,156548,157092,157450,157745,157908,158122,158486,158956,159583,160229,160830,161381,161870,162433,163169,164156,165073,166134,167221,168376,169300,170137,171020,171897,172769,173680,174609,175640,176653,177679,178571,179354,180271,181410,182755,183874,184989,185955,187126,188080,189017,189775,190705,191578,192507,193254,193932,194722,195532,196439,197147,197927,198759,199699,200572,201541,202457,203434,204363
31,Minnesota,21,104073,104148,104376,104626,105008,105345,105761,106194,106654,107048,107565,108157,108810,109304,109700,110118,110521,110974,111432,111905,112475,113145,113804,114387,114819,115354,115803,116419,117008,117904,118740,119572,120298,121182,122310,123598,124946,126264,127742,129000,129970,130694,131563,132851,134226,135561,136815,137938,139224,140461,141788,143180,145088,146901,148709,150106,151776,153355,154910,156564,158277,159852,161378,162938,164555,166277,168034,169731,171038,172247,173420,174625,175718,177063,178337,179658,180717,181820,182917,184166,185603,187099,188503,189844,191041,192286,193415,194677,195968,197329,198601,199893,201139,202295,203541,204878,206343,207684,209148,210541,211912,213136,214300,215341,216420,217737,219102,220276,221493,222732,223875,224863,225655,226633,227466,228443,229084,229530,229801,230078,230270,230330,230412,230389,230287,229885,229580,229224,229155,229122,229179,229006,228552,227769,226741,225594,224767,224007,223316,222192,220677,218926,216885,215116,213359,211718,210106,208457,206569,204671,202751,201040,199411,197750,196122,193991,192138,190614,189660,188979,188596,188244,187804,187318,187265,187281,187549,187904,188230,188355,187839,187001,185513,183851,182195,180833,179170,177615,175830,174360,172686,171038,169542,168304,167549,166946,166352,165643,165033,164596,164535,164769,165339,165839,166609,167433,168457,169642,171094,172685,174281,175702,176721,177474,178245,179794,181519,183453,185217,186952,188581,189916,191053,192266,193563,195081,196373,197312,197869,198092,198130,198074,198026,198181,198662,199120,200026,200828,201880,202594,203277,203991,204796,205782,206736,207820,208872,210148,211228,212191,212865,213523,214451,215679,217180,218507,219898,221105,222251,223204,224194,225428,226953,228663,230233,231564,232561,233578,234504,235787,237205,238788,240362,241999,243448,244604,245486,246373,247553,248606,249704,250600,251523,252451,253275,254005,254695,255513,256533,257576,258466,259447,260398,261339,262187,262967
10,Colorado,22,143663,144344,145021,145676,146354,147005,147623,148226,148827,149417,149907,150439,151066,151790,152461,153036,153597,154215,154940,155715,156479,157299,158031,158751,159277,159909,160544,161482,162514,163686,164769,165761,166806,167821,169158,170573,172156,173682,175541,177269,178759,179887,181109,182598,184208,185928,187664,189367,191238,193111,195026,196874,198977,201276,203604,205860,208086,210441,212537,214516,216246,217955,219438,220957,222490,223871,225055,225995,226855,227410,228058,228755,229534,230360,231078,231767,232142,232633,233165,233671,233925,234146,234416,234836,235107,235144,235160,235250,235499,235873,236175,236692,237195,237707,238211,238625,239161,239707,240361,240967,241557,241941,242417,242856,243533,244257,244906,245536,246151,246785,247349,247943,248516,249244,250077,250907,251554,252179,252681,253065,253234,253533,253760,253887,254055,254092,253992,253797,253863,253976,253959,253966,254124,254414,254691,254952,254951,254562,253917,253151,252233,251101,250012,248907,247913,246782,245784,244776,243918,243330,242823,242152,241302,240428,239826,239334,238935,238634,238320,238000,237720,237531,237475,237664,237989,238467,238841,239095,239002,238641,237975,237216,236306,235318,234388,233467,232575,231679,230729,229830,229039,228113,227428,226781,226639,226634,226708,226824,227019,227317,227674,228119,228907,230223,231772,233423,234690,236054,237434,238954,240379,242018,243794,245879,247676,249352,250920,252753,254898,256827,258566,260073,261761,263210,264671,265865,267288,268790,270467,272134,273580,275240,277199,279530,281999,284788,287613,290440,293125,296074,299020,301911,304898,308002,311078,313899,316513,318792,321126,323600,326360,328814,331133,333615,336186,338518,340635,342978,345358,348068,350764,353627,356082,358379,360582,362499,364325,366279,368558,370721,373305,375576,377656,379577,381995,384834,387419,389793,391850,393815,395839,397967,399311,400077,400752,401535,402264,402730,403432,404382,405565,406760,407745,408622,409850,411607
4,Alabama,23,82361,82425,82526,82666,82874,82999,83121,83214,83392,83489,83603,83715,84047,84469,84885,85211,85507,85892,86324,86795,87218,87768,88238,88688,88945,89194,89433,89800,90092,90470,90797,91127,91368,91633,91936,92279,92540,92857,93113,93333,93595,93860,94150,94502,94839,95109,95361,95620,95994,96326,96704,97008,97319,97608,97916,98238,98649,99147,99539,99888,100129,100375,100603,100875,101119,101382,101672,101913,102071,102160,102327,102481,102654,102869,103109,103362,103588,103816,104035,104253,104502,104741,105047,105370,105762,106050,106280,106470,106737,107025,107252,107445,107631,107904,108195,108549,108867,109259,109708,110216,110676,111106,111559,112088,112650,113137,113506,113764,114044,114410,114856,115362,115854,116427,117102,117972,118867,119838,120685,121625,122490,123418,124264,125089,125934,126651,127276,127604,127920,128142,128673,129195,129791,130018,130132,130106,130209,130281,130358,130326,130289,130108,129867,129564,129332,129210,129182,129129,128858,128580,128134,127830,127333,126937,126350,125815,125134,124530,123872,123343,122827,122330,121918,121609,121412,121262,121103,120717,120305,119808,119369,118795,118244,117760,117355,116836,116231,115480,114850,114390,114091,113825,113556,113291,113048,112731,112392,111973,111712,111656,111637,111615,111439,111394,111318,111341,111308,111382,111466,111693,111848,112012,112144,112347,112541,112592,112658,112741,112966,113158,113353,113521,113730,113866,113979,114025,114196,114489,114835,115132,115375,115544,115748,115961,116142,116330,116516,116784,116981,117158,117305,117528,117710,117960,118119,118270,118442,118705,119045,119357,119715,120012,120347,120577,120854,121088,121461,121891,122313,122628,122882,123172,123496,123837,124088,124382,124772,125314,125814,126203,126710,127221,127780,128265,128793,129373,129976,130602,131175,131714,132207,132741,133142,133601,134079,134611,135117,135611,136150,136696,137253,137792,138389,139028,139739,140453
51,South Carolina,24,96714,96863,97115,97264,97451,97541,97749,97974,98264,98553,98875,99262,99567,99923,100231,100685,101149,101834,102467,103165,103773,104341,104767,105248,105686,106292,106787,107399,107964,108473,108823,109033,109285,109671,110210,110733,111387,111888,112444,112849,113247,113563,113940,114426,114978,115487,116046,116571,117120,117560,118014,118413,118916,119478,120032,120563,120989,121528,121974,122461,122770,123180,123578,124024,124349,124637,124940,125234,125553,125758,125903,126044,126278,126555,126798,127047,127318,127605,127893,128204,128531,128881,129294,129676,130030,130324,130660,131032,131467,131896,132333,132745,133188,133647,134127,134624,135123,135738,136360,136994,137570,138243,138991,139814,140611,141420,142140,143003,143853,144696,145501,146401,147374,148345,149290,150247,151258,152211,153342,154308,155403,156390,157502,158540,159486,160297,161011,161611,162130,162613,163013,163410,163651,163896,164017,164185,164337,164460,164426,164448,164392,164444,164318,164041,163753,163505,163306,162789,162126,161466,160943,160164,159384,158419,157656,157032,156323,155411,154408,153678,153160,152694,152260,151984,151805,151716,151525,151212,151008,150948,150809,150422,149924,149356,148724,148080,147221,146247,145151,144316,143494,142768,142124,141712,141293,140820,140332,139896,139778,139834,140064,140018,139989,139881,139800,139602,139421,139476,139664,139886,139996,140047,140136,140477,140860,141242,141637,142123,142751,143295,143788,144271,144731,145262,145703,145990,146168,146432,146773,147182,147541,147888,148184,148450,148754,149119,149620,150254,150910,151485,152028,152554,153002,153439,153972,154599,155256,155903,156414,156917,157408,158085,158749,159385,160119,160930,161785,162548,163284,163800,164428,164971,165813,166535,167322,168038,168770,169440,170100,170822,171562,172524,173483,174672,175617,176527,177292,178083,178876,179701,180435,181217,182001,182784,183439,183940,184500,185106,185788,186484,187136,187763,188436,189039,189624,190130
