Year,State,Home Value <$50k (%),Home Value $50k-$90k (%),Home Value $100k-$149k (%),Home Value $150k-$199k (%),Home Value $200k-$299k (%),Home Value $300k-$499k (%),Home Value $500k+ (%),Median Home Value ($)(1000X),2nd Mortgage or Equity Loan (%),2nd Mortgage Only (%),Equity Loan Only (%),Both 2nd & Equity Loan (%),No 2nd or Equity Loan (%),Income <$10k (%),"Income $10k-$24,999 (%)","Income $25k-$34,999 (%)","Income $35k-$49,999 (%)","Income $50k-$74,999 (%)","Income $75k-$99,999 (%)","Income $100k-$149,999 (%)",Income $150k+ (%),Median Income ($)(1000X),Median Housing Cost (monthly) ($),Median Real Estate Taxes ($)
2014,Georgia,6.9,18.6,20.9,17.3,17.5,13.0,5.8,158.8,13.8,4.3,9.5,0.5,85.6,2.6,7.7,6.7,12.7,20.6,16.1,18.1,15.5,74.446,1285,1506
2014,Hawaii,1.5,1.0,1.7,2.4,11.5,28.2,53.7,531.3,20.0,3.6,16.4,0.5,79.5,1.9,4.5,3.1,7.9,15.2,16.8,26.5,24.1,100.636,2173,1423
2014,Idaho,3.6,11.2,24.4,22.2,22.1,12.1,4.5,172.7,15.7,4.6,11.2,0.3,84.0,2.1,8.5,8.5,14.8,23.9,16.6,15.5,10.0,65.438,1138,1290
2014,Illinois,5.4,15.2,17.0,16.9,21.0,16.0,8.4,183.9,16.4,3.2,13.2,0.5,83.1,2.1,5.8,5.8,10.5,18.4,16.7,21.4,19.2,85.072,1584,4354
2014,Indiana,7.2,25.1,26.6,17.4,14.2,7.3,2.2,132.0,14.5,3.1,11.4,0.5,85.0,2.0,7.4,7.8,14.3,23.4,17.8,17.8,9.5,69.207,1082,1154
2014,Iowa,7.3,22.6,23.5,18.1,17.8,8.5,2.3,142.7,14.0,4.0,10.0,0.7,85.4,1.7,6.0,6.1,12.3,22.8,18.7,20.6,11.8,76.198,1173,2118
2014,Kansas,8.7,21.3,21.2,18.1,17.9,9.9,2.9,147.2,10.6,2.7,7.9,0.5,88.9,1.7,5.9,6.0,11.5,22.1,18.8,20.5,13.5,78.366,1256,2001
2014,Kentucky,7.7,21.8,25.1,18.2,16.3,8.2,2.8,140.3,15.2,3.6,11.6,0.5,84.3,3.0,9.0,7.7,13.6,22.2,17.2,17.6,9.7,68.299,1100,1233
2014,Louisiana,7.8,15.6,20.1,21.3,20.1,11.3,3.7,162.4,9.0,2.7,6.4,0.5,90.4,2.8,8.9,7.6,12.4,19.2,15.7,20.0,13.5,73.333,1178,911
2014,Maine,5.3,11.6,16.5,21.5,25.7,14.1,5.2,186.8,19.5,2.5,17.0,0.4,80.1,2.3,7.3,8.8,11.8,21.8,18.4,18.8,10.8,71.874,1322,2500
2014,Maryland,3.2,3.2,6.6,11.2,26.2,30.9,18.6,297.9,19.6,4.7,15.0,0.9,79.4,1.7,3.8,3.8,7.5,15.7,15.2,24.4,27.9,103.122,1903,3267
2014,Massachusetts,2.8,1.2,4.2,8.9,23.2,36.4,23.2,343.5,19.7,3.5,16.2,0.7,79.5,1.5,4.0,3.9,6.9,14.6,15.1,25.0,28.9,105.884,2014,4106
2014,Michigan,10.2,22.9,20.5,17.3,16.3,9.6,3.1,140.2,16.4,3.3,13.1,0.5,83.1,2.3,7.4,7.3,12.8,21.9,16.8,19.1,12.4,72.702,1217,2325
2014,Minnesota,4.4,8.5,16.8,21.4,26.0,17.0,5.9,197.2,18.7,5.0,13.7,0.7,80.6,1.4,4.5,5.3,10.2,19.9,18.0,23.0,17.6,86.001,1454,2266
2014,Mississippi,11.2,27.0,20.7,17.7,14.6,7.0,1.7,126.3,9.2,2.2,7.0,0.3,90.4,3.9,10.9,10.1,14.4,20.6,16.2,15.9,8.0,62.004,1079,1047
2014,Missouri,7.5,19.8,23.0,18.3,18.4,9.4,3.6,149.3,12.4,3.2,9.2,0.5,87.1,2.4,7.0,7.6,13.1,22.3,17.8,18.3,11.6,71.914,1187,1485
2014,Montana,4.3,7.7,12.3,20.5,29.5,19.2,6.6,215.2,11.4,2.8,8.6,0.3,88.3,2.4,7.5,7.8,13.6,23.6,16.6,18.3,10.2,69.249,1251,1792
2014,Nebraska,6.2,18.7,28.9,17.9,17.5,8.1,2.7,143.9,11.7,3.6,8.1,0.4,87.9,1.3,5.1,6.2,11.5,22.6,19.6,21.6,12.0,78.285,1261,2666
2014,Nevada,4.5,9.5,15.8,20.4,26.5,17.5,5.8,199.3,11.3,3.3,8.0,0.6,88.1,2.4,6.9,7.4,12.8,22.5,17.2,18.7,12.1,72.219,1331,1472
2014,New Hampshire,3.2,3.5,9.1,18.7,34.6,24.3,6.5,242.4,18.2,3.1,15.2,0.5,81.2,1.1,3.7,4.7,8.4,17.9,17.3,25.2,21.7,95.114,1828,5408
2014,New Jersey,3.1,2.2,5.4,10.6,23.8,34.0,20.8,322.5,18.3,2.7,15.6,0.8,81.0,1.7,4.1,3.8,7.1,14.2,14.5,24.5,30.3,107.452,2313,7625
2014,New Mexico,6.4,12.0,20.1,21.4,21.2,13.3,5.6,172.7,10.4,4.2,6.2,0.5,89.1,3.6,9.8,7.9,13.7,20.5,17.5,16.1,11.0,67.616,1195,1400
2014,New York,3.7,10.2,11.3,10.1,14.8,26.1,23.9,299.5,16.5,2.1,14.4,0.5,83.0,2.0,4.9,4.7,8.6,17.0,15.9,22.7,24.3,94.497,1982,4982
2014,North Carolina,5.4,15.3,21.3,18.7,20.0,13.7,5.7,168.1,16.7,3.3,13.4,0.6,82.6,2.3,8.1,7.7,13.3,21.3,16.6,17.9,12.8,71.498,1224,1461
2014,North Dakota,5.3,12.8,18.9,18.3,25.9,14.7,4.1,181.9,12.5,3.4,9.1,0.6,86.9,1.1,2.8,4.3,9.5,21.1,20.1,23.4,17.7,87.052,1267,1884
2014,Ohio,6.7,24.5,23.7,18.1,16.0,8.3,2.6,138.6,17.8,3.8,14.0,0.5,81.7,2.1,6.9,6.9,12.3,21.9,17.4,19.8,12.6,74.778,1211,2250
2014,Oklahoma,8.5,23.8,24.5,18.5,15.1,6.7,2.9,135.7,7.2,3.2,4.0,0.3,92.4,2.4,7.5,7.7,12.3,22.6,17.1,18.6,11.7,71.619,1143,1286
2014,Oregon,4.1,3.8,9.7,16.3,30.2,25.7,10.3,249.6,15.8,4.4,11.5,0.8,83.3,2.0,6.4,5.9,11.7,21.1,17.8,20.7,14.2,78.44,1500,2710
2014,Pennsylvania,5.5,14.8,17.6,18.3,22.0,15.7,6.1,178.8,18.1,2.7,15.4,0.6,81.3,2.1,6.2,5.9,11.0,20.4,17.5,21.0,15.9,80.658,1400,2856
2014,Rhode Island,3.1,2.9,11.2,20.3,30.9,23.4,8.3,237.1,22.3,4.4,17.8,0.5,77.2,1.5,4.2,5.5,10.1,19.2,17.5,22.1,19.9,87.161,1745,3905
2014,South Carolina,7.6,17.3,21.7,17.9,18.2,11.3,6.0,158.3,12.8,3.1,9.6,0.4,86.8,3.0,9.2,8.1,13.6,21.0,17.2,17.3,10.6,68.08,1164,936
2014,South Dakota,7.2,15.4,22.8,21.7,20.0,10.2,2.8,158.0,11.8,2.7,9.1,0.6,87.5,1.2,5.3,6.1,13.1,24.2,20.7,19.6,9.8,75.138,1201,2069
2014,Tennessee,6.4,19.6,22.7,18.2,17.4,10.8,4.9,152.9,12.8,3.8,9.0,0.4,86.8,2.8,9.2,8.4,14.1,21.5,16.3,16.5,11.1,66.987,1167,1174
2014,Texas,6.2,18.4,21.5,18.6,17.6,12.2,5.5,158.8,6.1,2.5,3.5,0.3,93.7,2.1,6.5,5.8,10.3,18.8,16.0,21.4,19.1,84.347,1419,3223
2014,Utah,3.8,2.6,13.2,20.2,31.3,21.3,7.5,226.9,14.5,5.1,9.4,0.5,85.0,1.6,4.5,5.4,10.7,24.4,19.8,20.5,13.2,79.053,1393,1488
2014,Vermont,3.6,5.6,12.7,20.5,31.6,20.7,5.4,221.9,17.8,2.4,15.5,0.7,81.5,1.8,6.4,6.2,12.8,21.7,19.1,20.4,11.7,76.364,1504,3920
2014,Virginia,3.5,5.5,10.2,14.0,22.2,25.3,19.2,272.6,18.3,4.3,14.0,0.8,81.0,1.6,5.1,4.7,9.1,17.2,15.6,22.3,24.4,94.243,1664,2209
2014,Washington,3.1,3.3,8.5,13.9,27.3,27.3,16.6,276.2,16.1,4.0,12.1,0.6,83.2,1.9,4.9,5.1,9.3,19.0,17.0,22.8,20.0,88.146,1673,2867
2014,West Virginia,9.7,27.4,23.2,16.0,15.2,6.9,1.5,127.2,10.7,2.1,8.5,0.4,89.0,3.1,9.0,8.4,15.0,23.1,16.8,16.3,8.3,65.023,945,737
2014,Wisconsin,4.0,13.9,22.1,21.6,22.7,12.3,3.4,169.7,17.8,4.2,13.6,0.7,81.5,1.7,5.7,6.1,11.9,22.4,19.2,21.0,12.0,77.336,1373,3323
2014,Wyoming,4.9,5.9,13.4,21.9,30.2,17.1,6.6,211.9,10.3,3.3,7.0,0.7,89.0,1.3,6.0,5.0,10.7,18.4,19.7,26.6,12.2,83.899,1311,1277
2014,Puerto Rico,2.7,19.3,33.9,21.8,14.3,5.5,2.6,140.2,3.1,2.1,0.9,0.2,96.7,9.2,22.6,14.7,17.8,18.6,6.6,6.7,3.7,37.469,883,723
