Year,Region,NAME,Home Value <$50k (%),"Home Value $50k-$99,999k (%)","Home Value $100k-$149,999k (%)","Home Value $150k-$199,999k (%)","Home Value $200k-$299,999k (%)","Home Value $100k-$299,999 (%)","Home Value $300k-$499,999k (%)",Home Value $500k+ (%),"Home Value $500k-$749,999k (%)","Home Value $750k-$999,999k (%)","Home Value $1,000,000+ (%)",Median Home Value ($)(1000X),Median Housing Cost (monthly) ($),Income <$10k (%),"Income $10k-$24,999 (%)","Income $25k-$34,999 (%)","Income $35k-$49,999 (%)","Income $50k-$74,999 (%)","Income $75k-$99,999 (%)","Income $100k-$149,999 (%)",Income $150k+ (%),Median Income ($)(1000X),Median Real Estate Taxes ($),No 2nd or Equity Loan (%),2nd Mortgage or Equity Loan (%),Equity Loan Only (%),2nd Mortgage Only (%),Both 2nd & Equity Loan (%),Population,Net Population Change,Net Migration,Net Migration Change
2014,3,Florida,6.2,16.3,17.3,17.9,20.2,51.5,15,7.1,,,,173.5,1364,3.3,9.1,8.3,13.1,21,15.2,17.2,12.8,68.407,1808,84.4,14.9,11.6,3.3,0.6,19845911,300290,260032,13.20243143
2014,3,Georgia,6.9,18.6,20.9,17.3,17.5,56.8,13,5.8,,,,158.8,1285,2.6,7.7,6.7,12.7,20.6,16.1,18.1,15.5,74.446,1506,85.6,13.8,9.5,4.3,0.5,10067278,94799,39859,3.977992348
2014,4,Hawaii,1.5,1,1.7,2.4,11.5,5.1,28.2,53.7,,,,531.3,2173,1.9,4.5,3.1,7.9,15.2,16.8,26.5,24.1,100.636,1423,79.5,20,16.4,3.6,0.5,1414538,6295,-1855,-1.314306707
2014,4,Idaho,3.6,11.2,24.4,22.2,22.1,57.8,12.1,4.5,,,,172.7,1138,2.1,8.5,8.5,14.8,23.9,16.6,15.5,10,65.438,1290,84,15.7,11.2,4.6,0.3,1631112,19906,9804,6.047525258
2014,2,Illinois,5.4,15.2,17,16.9,21,49.1,16,8.4,,,,183.9,1584,2.1,5.8,5.8,10.5,18.4,16.7,21.4,19.2,85.072,4354,83.1,16.4,13.2,3.2,0.5,12884493,-10636,-65886,-5.111479137
2014,2,Indiana,7.2,25.1,26.6,17.4,14.2,69.1,7.3,2.2,,,,132,1082,2,7.4,7.8,14.3,23.4,17.8,17.8,9.5,69.207,1154,85,14.5,11.4,3.1,0.5,6593644,24931,1883,0.286118968
2014,2,Iowa,7.3,22.6,23.5,18.1,17.8,64.2,8.5,2.3,,,,142.7,1173,1.7,6,6.1,12.3,22.8,18.7,20.6,11.8,76.198,2118,85.4,14,10,4,0.7,3109350,16353,5857,1.888639897
2014,2,Kansas,8.7,21.3,21.2,18.1,17.9,60.6,9.9,2.9,,,,147.2,1256,1.7,5.9,6,11.5,22.1,18.8,20.5,13.5,78.366,2001,88.9,10.6,7.9,2.7,0.5,2900475,7263,-6531,-2.254522897
2014,3,Kentucky,7.7,21.8,25.1,18.2,16.3,65.1,8.2,2.8,,,,140.3,1100,3,9,7.7,13.6,22.2,17.2,17.6,9.7,68.299,1233,84.3,15.2,11.6,3.6,0.5,4414349,9690,-2109,-0.478285086
2014,3,Louisiana,7.8,15.6,20.1,21.3,20.1,57,11.3,3.7,,,,162.4,1178,2.8,8.9,7.6,12.4,19.2,15.7,20,13.5,73.333,911,90.4,9,6.4,2.7,0.5,4644013,19486,-1121,-0.241893545
2014,1,Maine,5.3,11.6,16.5,21.5,25.7,49.6,14.1,5.2,,,,186.8,1322,2.3,7.3,8.8,11.8,21.8,18.4,18.8,10.8,71.874,2500,80.1,19.5,17,2.5,0.4,1330513,2504,3314,2.493114595
2014,3,Maryland,3.2,3.2,6.6,11.2,26.2,21,30.9,18.6,,,,297.9,1903,1.7,3.8,3.8,7.5,15.7,15.2,24.4,27.9,103.122,3267,79.4,19.6,15,4.7,0.9,5957283,34095,6647,1.118979206
2014,1,Massachusetts,2.8,1.2,4.2,8.9,23.2,14.3,36.4,23.2,,,,343.5,2014,1.5,4,3.9,6.9,14.6,15.1,25,28.9,105.884,4106,79.5,19.7,16.2,3.5,0.7,6762596,49281,33166,4.922264625
2014,2,Michigan,10.2,22.9,20.5,17.3,16.3,60.7,9.6,3.1,,,,140.2,1217,2.3,7.4,7.3,12.8,21.9,16.8,19.1,12.4,72.702,2325,83.1,16.4,13.1,3.3,0.5,9929848,16783,-5336,-0.53782426
2014,2,Minnesota,4.4,8.5,16.8,21.4,26,46.7,17,5.9,,,,197.2,1454,1.4,4.5,5.3,10.2,19.9,18,23,17.6,86.001,2266,80.6,18.7,13.7,5,0.7,5451079,37600,9176,1.689162136
2014,3,Mississippi,11.2,27,20.7,17.7,14.6,65.4,7,1.7,,,,126.3,1079,3.9,10.9,10.1,14.4,20.6,16.2,15.9,8,62.004,1047,90.4,9.2,7,2.2,0.3,2990468,1757,-6380,-2.134072253
2014,2,Missouri,7.5,19.8,23,18.3,18.4,61.1,9.4,3.6,,,,149.3,1187,2.4,7,7.6,13.1,22.3,17.8,18.3,11.6,71.914,1485,87.1,12.4,9.2,3.2,0.5,6056202,15487,-2775,-0.458794584
2014,4,Montana,4.3,7.7,12.3,20.5,29.5,40.5,19.2,6.6,,,,215.2,1251,2.4,7.5,7.8,13.6,23.6,16.6,18.3,10.2,69.249,1792,88.3,11.4,8.6,2.8,0.3,1021869,8300,5238,5.146803784
2014,2,Nebraska,6.2,18.7,28.9,17.9,17.5,65.5,8.1,2.7,,,,143.9,1261,1.3,5.1,6.2,11.5,22.6,19.6,21.6,12,78.285,2666,87.9,11.7,8.1,3.6,0.4,1879321,14042,3339,1.78336805
2014,4,Nevada,4.5,9.5,15.8,20.4,26.5,45.7,17.5,5.8,,,,199.3,1331,2.4,6.9,7.4,12.8,22.5,17.2,18.7,12.1,72.219,1472,88.1,11.3,8,3.3,0.6,2817628,41658,27307,9.763661958
2014,1,New Hampshire,3.2,3.5,9.1,18.7,34.6,31.3,24.3,6.5,,,,242.4,1828,1.1,3.7,4.7,8.4,17.9,17.3,25.2,21.7,95.114,5408,81.2,18.2,15.2,3.1,0.5,1333341,6719,5779,4.345173222
2014,1,New Jersey,3.1,2.2,5.4,10.6,23.8,18.2,34,20.8,,,,322.5,2313,1.7,4.1,3.8,7.1,14.2,14.5,24.5,30.3,107.452,7625,81,18.3,15.6,2.7,0.8,8864525,7553,-25416,-2.868380702
2014,4,New Mexico,6.4,12,20.1,21.4,21.2,53.5,13.3,5.6,,,,172.7,1195,3.6,9.8,7.9,13.7,20.5,17.5,16.1,11,67.616,1400,89.1,10.4,6.2,4.2,0.5,2089568,-2705,-11999,-5.738620861
2014,1,New York,3.7,10.2,11.3,10.1,14.8,31.6,26.1,23.9,,,,299.5,1982,2,4.9,4.7,8.6,17,15.9,22.7,24.3,94.497,4982,83,16.5,14.4,2.1,0.5,19651049,26602,-61469,-3.130145066
2014,3,North Carolina,5.4,15.3,21.3,18.7,20,55.3,13.7,5.7,,,,168.1,1224,2.3,8.1,7.7,13.3,21.3,16.6,17.9,12.8,71.498,1461,82.6,16.7,13.4,3.3,0.6,9932887,89551,52201,5.279167817
2014,2,North Dakota,5.3,12.8,18.9,18.3,25.9,50,14.7,4.1,,,,181.9,1267,1.1,2.8,4.3,9.5,21.1,20.1,23.4,17.7,87.052,1884,86.9,12.5,9.1,3.4,0.6,737401,15365,10275,14.08077224
2014,2,Ohio,6.7,24.5,23.7,18.1,16,66.3,8.3,2.6,,,,138.6,1211,2.1,6.9,6.9,12.3,21.9,17.4,19.8,12.6,74.778,2250,81.7,17.8,14,3.8,0.5,11602700,26016,-649,-0.055998037
2014,3,Oklahoma,8.5,23.8,24.5,18.5,15.1,66.8,6.7,2.9,,,,135.7,1143,2.4,7.5,7.7,12.3,22.6,17.1,18.6,11.7,71.619,1286,92.4,7.2,4,3.2,0.3,3878187,24973,10632,2.750342402
2014,4,Oregon,4.1,3.8,9.7,16.3,30.2,29.8,25.7,10.3,,,,249.6,1500,2,6.4,5.9,11.7,21.1,17.8,20.7,14.2,78.44,2710,83.3,15.8,11.5,4.4,0.8,3963244,40776,28978,7.349494884
2014,1,Pennsylvania,5.5,14.8,17.6,18.3,22,50.7,15.7,6.1,,,,178.8,1400,2.1,6.2,5.9,11,20.4,17.5,21,15.9,80.658,2856,81.3,18.1,15.4,2.7,0.6,12788313,12004,-2067,-0.161707848
2014,1,Rhode Island,3.1,2.9,11.2,20.3,30.9,34.4,23.4,8.3,,,,237.1,1745,1.5,4.2,5.5,10.1,19.2,17.5,22.1,19.9,87.161,3905,77.2,22.3,17.8,4.4,0.5,1055936,855,-70,-0.066318746
2014,3,South Carolina,7.6,17.3,21.7,17.9,18.2,56.9,11.3,6,,,,158.3,1164,3,9.2,8.1,13.6,21,17.2,17.3,10.6,68.08,936,86.8,12.8,9.6,3.1,0.4,4823617,59537,46059,9.607938173
2014,2,South Dakota,7.2,15.4,22.8,21.7,20,59.9,10.2,2.8,,,,158,1201,1.2,5.3,6.1,13.1,24.2,20.7,19.6,9.8,75.138,2069,87.5,11.8,9.1,2.7,0.6,849129,6813,1451,1.715692795
2014,3,Tennessee,6.4,19.6,22.7,18.2,17.4,60.5,10.8,4.9,,,,152.9,1167,2.8,9.2,8.4,14.1,21.5,16.3,16.5,11.1,66.987,1174,86.8,12.8,9,3.8,0.4,6541223,46883,29657,4.550167875
2014,3,Texas,6.2,18.4,21.5,18.6,17.6,58.5,12.2,5.5,,,,158.8,1419,2.1,6.5,5.8,10.3,18.8,16,21.4,19.1,84.347,3223,93.7,6.1,3.5,2.5,0.3,26964333,484067,267305,10.00306879
2014,4,Utah,3.8,2.6,13.2,20.2,31.3,36,21.3,7.5,,,,226.9,1393,1.6,4.5,5.4,10.7,24.4,19.8,20.5,13.2,79.053,1488,85,14.5,9.4,5.1,0.5,2936879,39239,4911,1.68342926
2014,1,Vermont,3.6,5.6,12.7,20.5,31.6,38.8,20.7,5.4,,,,221.9,1504,1.8,6.4,6.2,12.8,21.7,19.1,20.4,11.7,76.364,3920,81.5,17.8,15.5,2.4,0.7,625214,-996,-1433,-2.290191014
2014,3,Virginia,3.5,5.5,10.2,14,22.2,29.7,25.3,19.2,,,,272.6,1664,1.6,5.1,4.7,9.1,17.2,15.6,22.3,24.4,94.243,2209,81,18.3,14,4.3,0.8,8310993,58566,18287,2.208118855
2014,4,Washington,3.1,3.3,8.5,13.9,27.3,25.7,27.3,16.6,,,,276.2,1673,1.9,4.9,5.1,9.3,19,17,22.8,20,88.146,2867,83.2,16.1,12.1,4,0.6,7054655,90670,54672,7.799900704
2014,3,West Virginia,9.7,27.4,23.2,16,15.2,66.6,6.9,1.5,,,,127.2,945,3.1,9,8.4,15,23.1,16.8,16.3,8.3,65.023,737,89,10.7,8.5,2.1,0.4,1849489,-4425,-3296,-1.779984517
2014,2,Wisconsin,4,13.9,22.1,21.6,22.7,57.6,12.3,3.4,,,,169.7,1373,1.7,5.7,6.1,11.9,22.4,19.2,21,12,77.336,3323,81.5,17.8,13.6,4.2,0.7,5751525,14771,-2421,-0.421473051
2014,4,Wyoming,4.9,5.9,13.4,21.9,30.2,41.2,17.1,6.6,,,,211.9,1311,1.3,6,5,10.7,18.4,19.7,26.6,12.2,83.899,1277,89,10.3,7,3.3,0.7,582531,409,-2805,-4.816885373
2014,X,Puerto Rico,2.7,19.3,33.9,21.8,14.3,75,5.5,2.6,,,,140.2,883,9.2,22.6,14.7,17.8,18.6,6.6,6.7,3.7,37.469,723,96.7,3.1,0.9,2.1,0.2,3534874,-58203,-65089,-18.26303239
2015,3,Alabama,6.5,21.6,,,,57.3,10.7,3.9,2.5,0.8,0.6,151.8,1124,2.8,8.8,7.5,12.8,21.8,16.3,18.1,11.8,70.359,,87.9,11.8,8.4,3.3,0.4,4852347,10548,3036,0.626357391
2015,4,Alaska,1.5,2.3,,,,54.6,33,8.5,6.7,1.4,0.4,276.1,1817,1.2,2.9,3.2,8.7,16.4,16.7,25.7,25.1,100.776,,91.1,8.6,7.1,1.5,0.4,737498,1215,-5893,-7.997117618
2015,4,Arizona,2.7,9.1,,,,60,19.2,8.9,5.7,1.7,1.5,211.6,1319,3.1,7.3,7,12.2,20.6,16.1,18.6,15,74.562,,87.7,11.8,8.8,3,0.5,6829676,99263,65072,9.597577125
2015,3,Arkansas,7.7,23.9,,,,57.1,7.9,3.4,2.1,0.7,0.6,135.9,1029,3,9.5,9.3,14.3,21.7,15.5,16.5,10.2,65.687,,93.5,6.4,4,2.4,0.2,2978048,10656,3197,1.075446056
2015,4,California,1.1,1.7,,,,22.2,30.5,44.6,22,10.7,11.9,462,2123,2,5.1,4.6,8.2,15.4,14.5,22.2,28,100.223,,83.6,15.7,12,3.6,0.8,38918045,321073,76932,1.984957315
2015,4,Colorado,1.9,3.2,,,,47.4,31.7,15.9,10.5,3,2.4,291,1558,1.7,5,4.7,9.9,17.7,17,23,21,90.424,,83.8,15.6,10.7,4.9,0.6,5450623,100522,69676,12.90209805
2015,1,Connecticut,1.3,3,,,,52.1,26.6,17,9.1,3.3,4.6,275.8,2020,1.5,3.8,3.6,7.7,14.3,15.4,24.2,29.5,105.39,,79.5,20,16.1,3.8,0.6,3587122,-7402,-13488,-3.756241953
2015,3,Delaware,1.8,3.5,,,,60.4,27.8,6.4,4.1,1.1,1.2,247.8,1506,1.7,6.7,5.5,10.3,18.7,18.5,20.7,18,85.274,,83.7,15.6,12.5,3.1,0.6,941252,8765,6290,6.71384862
2015,3,District of Columbia,1.2,0.5,,,,16.7,24.1,57.5,24.7,17.1,15.7,575.2,2312,1.4,4,3.4,5.3,9.7,11,19.6,45.6,136.438,,82.3,17.1,12.9,4.2,0.6,675400,13072,8225,12.29696919
2015,3,Florida,3.5,13,,,,57.3,17.5,8.6,5.1,1.6,1.9,195.3,1394,3.1,8.5,7.7,13,20.2,15.9,17.4,14.2,71.338,,86.1,13.4,10.5,2.9,0.6,20209042,363131,330283,16.49149357
2015,3,Georgia,4.3,16.1,,,,58.1,14.4,7,4.8,1.2,1,170.1,1299,2.7,7.2,6.8,11.7,20.2,15.5,19.8,16.1,76.644,,86.4,13.2,9,4.2,0.4,10178447,111169,57895,5.719232085
2015,4,Hawaii,0.9,0.7,,,,12.6,26.2,59.6,31.6,15.8,12.2,575.8,2248,1.8,3.2,3.6,6.9,14.4,16.7,26.4,27,105.395,,79,20.3,17.1,3.2,0.7,1422052,7514,450,0.317282371
2015,4,Idaho,2.6,8.5,,,,69.5,14.9,4.5,2.8,1.2,0.5,183.6,1170,3.8,8.9,8.6,13.5,21.6,16.2,18.9,8.5,66.398,,85.5,13.7,10.1,3.5,0.8,1651059,19947,9761,5.947892416
2015,2,Illinois,3.7,14.3,,,,55.5,17.3,9,5.5,1.8,1.7,193.7,1588,1.8,5.5,5.4,9.9,18.4,16.4,22.1,20.5,87.377,,84.3,15.1,12.1,3,0.5,12858913,-25580,-77601,-6.028805979
2015,2,Indiana,5.2,25,,,,58.8,8.1,2.8,1.8,0.5,0.5,137.9,1089,1.7,7,7.4,13.6,22.2,18,19,11,72.158,,86,13.6,10.6,3,0.4,6608422,14778,-6171,-0.934853681
2015,2,Iowa,5.9,22.6,,,,60.1,8.6,2.8,1.9,0.5,0.4,145.8,1170,1.4,5.3,6.1,11.8,22.7,19.8,21.3,11.6,77.515,,85.1,14.4,10.5,3.9,0.5,3120960,11610,1767,0.567226992
2015,2,Kansas,6.7,20.3,,,,58.7,10.7,3.7,2.4,0.7,0.6,155.4,1279,1.3,5.5,5.7,11.7,21.4,17.9,22.7,13.8,80.273,,88.7,10.8,8,2.8,0.5,2909011,8536,-3838,-1.321287288
2015,3,Kentucky,6.5,22.2,,,,59.6,8.7,3,1.9,0.6,0.5,143.1,1089,3,8.4,7.9,13,22,17.4,17.5,10.7,69.722,,85.4,14.2,11.5,2.6,0.4,4425976,11627,2142,0.484597569
2015,3,Louisiana,5.6,14.3,,,,63.9,11.6,4.6,3,0.9,0.7,172.6,1219,2.7,8.1,6.7,11.1,19.2,16.6,21,14.6,77.49,,90.6,9,6.4,2.5,0.4,4664628,20615,242,0.0519947
2015,1,Maine,3.1,12.1,,,,64.7,14.8,5.2,3.7,0.9,0.6,190.9,1340,1.7,7.6,6.4,12.3,23.6,17.9,19,11.5,72.773,,82.2,17.3,15.1,2.2,0.5,1328262,-2251,-630,-0.473902455
2015,3,Maryland,1.2,3.1,,,,44.1,32.4,19,12.7,3.6,2.7,307.3,1909,1.8,3.7,4,7.1,15.1,14.7,24.3,29.2,105.362,,81.3,17.8,14,3.8,0.9,5985562,28279,1645,0.275478749
2015,1,Massachusetts,1,1.3,,,,35.2,37.1,25.4,15.8,5.4,4.2,355.1,2048,1.5,4.1,3.6,6.8,14.7,15.1,24.6,29.6,106.387,,80.4,19.1,16.1,2.9,0.6,6794228,31632,17709,2.612558812
2015,2,Michigan,7.8,20.7,,,,57.3,10.5,3.8,2.6,0.6,0.6,151,1220,2.4,7,7,12.3,21.1,17.2,19.5,13.5,75.257,,84.9,14.8,12,2.8,0.4,9931715,1867,-15172,-1.52777503
2015,2,Minnesota,2.7,7.8,,,,64.3,18.8,6.5,4.3,1.2,1,209.3,1459,1.2,4.4,4.8,9.7,19.3,18.3,23.6,18.7,88.707,,82.1,17.2,12.6,4.7,0.7,5482032,30953,4535,0.829590041
2015,3,Mississippi,9.7,25.4,,,,55.6,7.4,1.9,1.2,0.4,0.3,134.8,1083,4.3,11,8.7,13.2,20.6,16.4,17.2,8.6,65.185,,91.1,8.7,6.5,2.2,0.2,2988471,-1997,-9109,-3.047028913
2015,2,Missouri,5.5,19.3,,,,60.7,10.5,4,2.6,0.8,0.6,155.6,1200,1.9,6.8,7.1,12.8,20.9,17.4,20.2,13.1,75.652,,88.3,11.4,8.6,2.9,0.3,6071732,15530,744,0.122691961
2015,4,Montana,3.1,6.5,,,,62.7,19.5,8.3,5.1,1.6,1.6,226,1316,2.4,7.4,7.4,11.5,23.2,17.2,20.3,10.5,72.042,,88.5,11,7.9,3,0.6,1030475,8606,5659,5.514670055
2015,2,Nebraska,4.5,18.2,,,,65.2,9.3,2.8,1.8,0.5,0.5,149.8,1269,1.8,5.5,5,11.2,21.3,18.4,23,13.9,81.394,,87.7,11.8,8.3,3.5,0.5,1891277,11956,1748,0.927173886
2015,4,Nevada,2,6.2,,,,61.6,22.7,7.5,4.5,1.5,1.5,230,1396,2.3,6,6,12.8,21.3,17.7,19.8,14.1,76.75,,88,11.6,8.1,3.5,0.4,2866939,49311,35254,12.40340733
2015,1,New Hampshire,1.7,3.4,,,,60.5,27,7.3,5.3,1.3,0.7,252.1,1828,1.4,3.6,3.8,8,16.1,17.4,26.3,23.3,99.351,,82.5,17,14.4,2.7,0.5,1336350,3009,2752,2.061661818
2015,1,New Jersey,1.1,2.5,,,,40.2,34.1,22.1,14,4.7,3.4,329.1,2349,1.6,3.8,3.6,6.9,13.8,13.9,24.3,32.1,110.359,,82.2,17.2,14.6,2.6,0.5,8867949,3424,-27315,-3.080788389
2015,4,New Mexico,5.3,10.3,,,,64.2,13.8,6.4,4,1.3,1.1,180.2,1214,3.8,9.3,8.8,12.1,20,16.4,17.7,11.9,69.516,,90.6,9.1,6,3.1,0.3,2089291,-277,-8695,-4.16142301
2015,1,New York,2.4,9.9,,,,36.1,26.2,25.5,14.4,5.4,5.7,311.7,2009,1.8,4.8,4.4,8.3,16.4,15.5,23.3,25.5,97.596,,83.9,15.5,13.4,2.1,0.7,19654666,3617,-82040,-4.174456564
2015,3,North Carolina,3.4,14.8,,,,61,14.3,6.5,4.1,1.2,1.2,172.9,1234,2.5,7.4,7.9,12.8,20.6,16.4,18.7,13.8,73.118,,84,15.5,12.9,2.6,0.5,10031646,98759,66008,6.612526324
2015,2,North Dakota,4.3,9.3,,,,63.1,20,3.3,2.4,0.4,0.5,207.7,1297,0.9,4.7,3.6,9.3,18.5,17.6,26.2,19.3,93.014,,88.5,10.8,8.1,2.7,0.7,754066,16665,11421,15.31512263
2015,2,Ohio,5.3,23.4,,,,59,9.4,2.9,1.9,0.6,0.4,145.7,1228,1.8,6.5,6.6,12.1,21.1,17.5,20.9,13.5,77.045,,82.5,17.1,13.7,3.4,0.5,11617527,14827,-5808,-0.500253507
2015,3,Oklahoma,6.9,23.2,,,,58.3,8.7,3,1.8,0.5,0.7,141.5,1159,2.6,7.7,6.7,12.7,21.8,17.3,18.6,12.5,72.346,,93.1,6.5,3.9,2.7,0.4,3909500,31313,17574,4.513278461
2015,4,Oregon,2.1,2.8,,,,52.2,29.9,13.1,9.1,2.5,1.5,274.9,1534,2,5.7,6.4,10.6,20.7,17.6,21.2,15.8,80.882,,84.7,14.7,11.1,3.6,0.6,4015792,52548,41961,10.51781193
2015,1,Pennsylvania,3.9,14.6,,,,58.3,16.7,6.6,4.3,1.3,1,185.1,1414,1.9,5.8,5.6,10.5,20,17.8,21.5,16.9,82.411,,82.1,17.3,14.6,2.7,0.6,12784826,-3487,-11862,-0.927692138
2015,1,Rhode Island,1.5,2.2,,,,62.5,24.6,9.1,6,1.7,1.4,240.2,1730,1.6,4.5,5,9.6,16.2,17.8,24.1,21.2,91.787,,81.5,17.9,14.8,3.1,0.6,1056065,129,-620,-0.587120934
2015,3,South Carolina,5.3,16.7,,,,59.3,12.3,6.5,4,1.5,1,162.9,1168,3.1,8.3,7.6,13.2,21.6,17.2,17.9,11.1,70.285,,88.1,11.5,8.9,2.6,0.4,4891938,68321,56354,11.60077834
2015,2,South Dakota,5.8,13.6,,,,63.4,13.5,3.5,2.2,0.7,0.6,169,1225,1.3,4.9,6.2,11.6,22.7,21.3,20.7,11.3,77.884,,88.8,10.7,8.3,2.5,0.5,853988,4859,387,0.45446085
2015,3,Tennessee,4.4,18.8,,,,59,12.6,5.2,3.3,1,0.9,159.7,1167,2.6,8.2,7.6,13.7,21.9,16.1,17.8,12.1,70.221,,88.7,11,8.2,2.7,0.4,6591170,49947,34080,5.19021933
2015,3,Texas,4.3,16.1,,,,58.8,14,6.8,4.2,1.3,1.3,169.3,1453,1.9,5.9,5.7,9.9,18.4,15.7,22.1,20.4,87.121,,93.9,5.9,3.7,2.2,0.2,27470056,505723,289708,10.64430061
2015,4,Utah,1.8,2.5,,,,64.2,23.8,7.7,5.2,1.6,0.9,237.7,1408,1.5,4.1,4.9,10.8,22.1,19.5,22.2,14.9,82.235,,85.5,13.9,9.4,4.6,0.6,2981835,44956,11419,3.858608475
2015,1,Vermont,2.5,5.9,,,,62.6,21.9,7,4.6,1.3,1.1,230.6,1530,1.6,7.6,5.5,10.6,21,18.5,22.1,13.1,80.377,,81.9,17.7,15.8,1.8,0.4,625216,2,-18,-0.028790096
2015,3,Virginia,1.8,5.5,,,,47,25.9,19.9,12.6,4.6,2.7,280,1692,1.9,4.9,4.6,8.7,17.2,15.2,22.2,25.3,95.441,,82.3,17.1,13.4,3.7,0.6,8361808,50815,12684,1.521519989
2015,4,Washington,1.7,2.6,,,,47.4,28.8,19.4,12.4,4.3,2.7,293.3,1704,1.8,4.1,4.7,9.1,18.1,17.5,23.2,21.5,91.864,,84.5,15.1,11.4,3.6,0.5,7163657,109002,73996,10.4085492
2015,3,West Virginia,8.2,26.1,,,,55.9,7.6,2.2,1.6,0.4,0.2,134.8,972,2.7,8.8,7.7,14.7,22,17.4,17.5,9.2,67.771,,89.5,10.3,8.7,1.7,0.2,1842050,-7439,-4710,-2.551781249
2015,2,Wisconsin,2.8,13.8,,,,66.5,13,4,2.7,0.6,0.7,173.7,1359,1.5,5.1,5.8,10.7,22.3,19.8,22.1,12.8,80.52,,81.9,17.5,13.6,3.8,0.7,5760940,9415,-6152,-1.068754606
2015,4,Wyoming,3.4,5.1,,,,67,18.3,6.2,3.7,1,1.5,225,1364,1.7,5.6,5,9,20.4,17.7,28.7,11.8,85.149,,90.8,8.9,5.5,3.4,0.3,585613,3082,121,0.20716624
2015,X,Puerto Rico,1.7,19.8,,,,72.4,4.4,1.8,0.9,0.5,0.4,137.8,864,8.5,23,13.8,17.5,18.3,8.9,6,4,38.822,,97.4,2.4,0.6,1.9,0.2,3473232,-61642,-64757,-18.48059947
2016,3,Alabama,6.6,19.7,,,,58.8,11,3.9,2.4,0.9,0.6,153.9,1126,3.1,8.8,7.5,11.9,19.8,17.5,18.3,13.1,73.126,,88.7,10.8,8,2.8,0.4,4863525,11178,3620,0.745172435
2016,4,Alaska,2,2.4,,,,49.7,36,9.8,7.7,1.5,0.6,286.6,1851,1.6,2.8,3.1,6.6,16.3,14.5,29.2,25.9,106.84,,91.5,8,5.3,2.7,0.5,741456,3958,-2882,-3.897349072
2016,4,Arizona,2.6,7.4,,,,60,21.2,8.8,5.6,1.8,1.4,222.9,1328,2.9,7,6.5,11.7,20.1,16.4,19.2,16.1,77.219,,88.7,10.9,8.2,2.7,0.3,6941072,111396,82382,11.96478216
2016,3,Arkansas,7.3,23.3,,,,57.8,8.6,3,1.8,0.7,0.5,139.7,1017,2.4,8.1,8,14,22.2,16.1,17.9,11.2,69.016,,92.8,6.7,4.6,2.1,0.4,2989918,11870,4435,1.486268521
2016,4,California,1.1,1.4,,,,19.4,29.4,48.8,23.1,12,13.7,491.1,2188,2,4.7,4.2,7.8,14.8,14.1,21.8,30.6,103.266,,84.2,15.2,12,3.1,0.7,39167117,249072,19523,0.500043786
2016,4,Colorado,1.6,2.4,,,,41.1,35.5,19.4,13.1,3.7,2.6,322.1,1597,1.7,4.8,5,9.1,17.9,16.8,22.3,22.5,91.592,,85.2,14.4,10.7,3.7,0.4,5539215,88592,58435,10.63436968
2016,1,Connecticut,1.3,2.4,,,,50.8,28.5,17,8.9,3.4,4.7,281.8,1997,1.3,3.1,3.4,6.7,14.3,15,24.9,31.2,109.821,,80.8,18.5,15.2,3.3,0.7,3578141,-8981,-14824,-4.137740652
2016,3,Delaware,1.3,3.4,,,,61.7,26.9,6.7,4.4,1.5,0.8,246.5,1463,2.9,4.9,5.4,9.8,19.2,16.6,23.5,17.5,85.415,,85.2,14.1,11.4,2.7,0.8,948921,7669,5087,5.382576092
2016,3,District of Columbia,0.8,0.9,,,,13.8,24.2,60.4,25.2,18,17.2,602.7,2422,2.7,3.9,2.5,4.3,9,9.9,20.1,47.6,143.414,,84.3,15.1,11.2,3.9,0.6,685815,10415,5508,8.092770062
2016,3,Florida,3.4,10.6,,,,57.2,19.4,9.3,5.5,1.8,2,213.8,1410,2.9,8.1,7.3,12.5,19.8,15.8,18.3,15.3,74.005,,87.2,12.3,9.7,2.6,0.5,20613477,404435,372675,18.25830493
2016,3,Georgia,5,13.7,,,,58,15.6,7.9,5.1,1.6,1.2,179.6,1336,2.8,6.3,5.8,10.8,19.8,16.1,20.4,18,81.035,,87.6,11.9,8.6,3.3,0.5,10301890,123443,72782,7.107500233
2016,4,Hawaii,0.9,0.5,,,,12.5,24.7,61.4,30.6,18,12.8,592.7,2239,1.9,3.8,3.8,6.4,14.5,16,24.1,29.6,106.629,,79.7,19.4,16.7,2.7,1,1427559,5507,-1857,-1.303335789
2016,4,Idaho,2,7.1,,,,67.4,17.8,5.7,3.7,1.1,0.9,196.8,1168,3,7,7.2,12.6,23.4,17.3,18.7,10.8,70.991,,87.1,12.4,8.7,3.8,0.4,1682380,31321,21910,13.14558329
2016,2,Illinois,3.6,13.6,,,,55,18.3,9.5,5.7,2.1,1.7,200,1588,2.2,5.4,5.1,9.7,17,16.5,22.4,21.8,90.533,,86.1,13.5,11,2.5,0.4,12820527,-38386,-88670,-6.905913836
2016,2,Indiana,5,23,,,,60.1,8.8,3,2.1,0.5,0.4,142.9,1070,2,6.4,6.6,12.5,22.1,18.2,19.5,12.6,75.39,,86.1,13.5,10.8,2.6,0.4,6634304,25882,4600,0.694721011
