Year,Current residence,Region,Moved to,Num_moved
2011,Nevada,West_states,Alaska,511.0
2011,New Hampshire,Northeast_states,Alaska,0.0
2011,New Jersey,Northeast_states,Alaska,383.0
2011,New Mexico,West_states,Alaska,969.0
2011,New York,Northeast_states,Alaska,5070.0
2011,North Carolina,South_states,Alaska,1618.0
2011,North Dakota,Midwest_states,Alaska,1066.0
2011,Ohio,Midwest_states,Alaska,1556.0
2011,Oklahoma,South_states,Alaska,1397.0
2011,Oregon,West_states,Alaska,2027.0
2011,Pennsylvania,Northeast_states,Alaska,2185.0
2011,Rhode Island,Northeast_states,Alaska,0.0
2011,South Carolina,South_states,Alaska,1670.0
2011,South Dakota,Midwest_states,Alaska,25.0
2011,Tennessee,South_states,Alaska,343.0
2011,Texas,South_states,Alaska,11613.0
2011,Utah,West_states,Alaska,1798.0
2011,Vermont,Northeast_states,Alaska,184.0
2011,Virginia,South_states,Alaska,3296.0
2011,Washington,West_states,Alaska,5644.0
2011,West Virginia,South_states,Alaska,1326.0
2011,Wisconsin,Midwest_states,Alaska,798.0
2011,Wyoming,West_states,Alaska,0.0
2011,Puerto Rico,,Alaska,156.0
2012,Alabama,South_states,Alaska,3013.0
2012,Alaska,West_states,Alaska,
2012,Arizona,West_states,Alaska,3109.0
2012,Arkansas,South_states,Alaska,934.0
2012,California,West_states,Alaska,9579.0
2012,Colorado,West_states,Alaska,2225.0
2012,Connecticut,Northeast_states,Alaska,0.0
2012,Delaware,South_states,Alaska,68.0
2012,District of Columbia ,South_states,Alaska,591.0
2012,Florida,South_states,Alaska,5887.0
2012,Georgia,South_states,Alaska,3645.0
2012,Hawaii,West_states,Alaska,743.0
2012,Idaho,West_states,Alaska,3264.0
2012,Illinois,Midwest_states,Alaska,1764.0
2012,Indiana,Midwest_states,Alaska,177.0
2012,Iowa,Midwest_states,Alaska,519.0
2012,Kansas,Midwest_states,Alaska,1050.0
2012,Kentucky,South_states,Alaska,3017.0
2012,Louisiana,South_states,Alaska,1504.0
2012,Maine,Northeast_states,Alaska,424.0
2012,Maryland,South_states,Alaska,2672.0
2012,Massachusetts,Northeast_states,Alaska,1891.0
2012,Michigan,Midwest_states,Alaska,1040.0
2012,Minnesota,Midwest_states,Alaska,1169.0
2012,Mississippi,South_states,Alaska,1192.0
2012,Missouri,Midwest_states,Alaska,1051.0
2012,Montana,West_states,Alaska,650.0
2012,Nebraska,Midwest_states,Alaska,35.0
2012,Nevada,West_states,Alaska,511.0
2012,New Hampshire,Northeast_states,Alaska,0.0
