Year,Abroad,Washington,Texas,New_York,Arizona,Oregon,Florida,Nevada,Illinois,Colorado,Virginia,Massachusetts,Ohio,Hawaii,Pennsylvania,Georgia,New_Jersey,North_Carolina,Maryland,Michigan,Utah,Tennessee,Missouri,Connecticut,Indiana,Minnesota,Wisconsin,District_of_Columbia ,Oklahoma,South_Carolina,Kansas,Alabama,Louisiana,Idaho,New_Mexico,Nebraska,Arkansas,Montana,Iowa,Mississippi,Alaska,Kentucky,North_Dakota,Rhode_Island,Vermont,Wyoming,South_ Dakota,Maine,West_Virginia,Delaware,New Hampshire
2017,318752,33143,40999,34278,26907,20548,24611,23768,27117,25038,21162,16774,11410,12776,16141,10233,12906,13523,11303,11538,9925,5413,6841,5935,5190,7487,9348,6818,4890,7134,5202,3715,5169,5626,5312,2419,3471,2809,4163,3299,2606,3431,2223,1763,895,1395,1403,2578,789,491,1216
