Year,Abroad,Washington,Texas,New_York,Arizona,Oregon,Florida,Nevada,Illinois,Colorado,Virginia,Massachusetts,Ohio,Hawaii,Pennsylvania,Georgia,New_Jersey,North_Carolina,Maryland,Michigan,Utah,Tennessee,Missouri,Connecticut,Indiana,Minnesota,Wisconsin,District_of_Columbia ,Oklahoma,South_Carolina,Kansas,Alabama,Louisiana,Idaho,New_Mexico,Nebraska,Arkansas,Montana,Iowa,Mississippi,Alaska,Kentucky,North_Dakota,Rhode_Island,Vermont,Wyoming,South_ Dakota,Maine,West_Virginia,Delaware,New Hampshire
2016,336614,27973,39109,40877,33757,18919,25354,24656,21539,22540,14348,14062,9652,14239,13090,14663,11988,14268,10637,11442,11114,6158,7580,2932,7073,10897,7354,6319,6023,5137,3293,3045,4933,3598,8087,1876,4282,1272,3826,3174,4206,4206,2664,2265,400,2674,1333,2513,1150,1372,889
