Year,Abroad,Washington,Texas,New_York,Arizona,Oregon,Florida,Nevada,Illinois,Colorado,Virginia,Massachusetts,Ohio,Hawaii,Pennsylvania,Georgia,New_Jersey,North_Carolina,Maryland,Michigan,Utah,Tennessee,Missouri,Connecticut,Indiana,Minnesota,Wisconsin,District_of_Columbia ,Oklahoma,South_Carolina,Kansas,Alabama,Louisiana,Idaho,New_Mexico,Nebraska,Arkansas,Montana,Iowa,Mississippi,Alaska,Kentucky,North_Dakota,Rhode_Island,Vermont,Wyoming,South_ Dakota,Maine,West_Virginia,Delaware,New Hampshire
2012,254611,34569,43005,31261,38916,22724,21004,27968,21251,15150,15625,14356,10653,11906,10466,10790,12057,11195,7902,8921,12172,5802,6729,6764,5891,8539,5681,3199,6671,4110,2790,2509,5180,5331,5921,3302,3472,3060,2284,2556,6995,3763,1827,1648,544,1886,826,1256,1413,474,1327
