Year,Name,Population,Same house,Same state,Different state,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total
2018,California,39114889,34232867,4092388,501023,4591.0,2155.0,33670.0,2573.0,,18755.0,6366.0,1143.0,5063.0,22464.0,11753.0,12848.0,4224.0,22165.0,6313.0,2461.0,4826.0,2010.0,4441.0,1294.0,11042.0,17529.0,10335.0,6221.0,2393.0,7981.0,2481.0,3619.0,22433.0,682.0,11666.0,3822.0,34848.0,11400.0,1909.0,13999.0,4901.0,24050.0,11848.0,1738.0,4896.0,1296.0,8060.0,37810.0,9440.0,1641.0,17725.0,38007.0,1246.0,5364.0,1526.0,288611
