Year,Name,Population,Same house,Same state,Different state,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total
2013,California,37873189,32197933,4898331,485477,2958.0,8457.0,36567.0,3687.0,,16151.0,5145.0,300.0,3823.0,25950.0,11773.0,13610.0,6192.0,19961.0,8799.0,3563.0,4680.0,3895.0,3764.0,1104.0,9781.0,12947.0,9172.0,7376.0,2450.0,7146.0,3147.0,1262.0,29897.0,1198.0,10498.0,6290.0,30704.0,10858.0,710.0,6742.0,3717.0,20128.0,11426.0,1658.0,7283.0,981.0,7020.0,32290.0,12631.0,1029.0,12810.0,37246.0,967.0,4704.0,1030.0,291448
