Year,Name,Population,Same house,Same state,Different state,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total
2011,California,37222678,31213310,5271168,468428,2087.0,7358.0,35650.0,2648.0,,21245.0,3073.0,1302.0,3240.0,22094.0,13303.0,9864.0,4796.0,20834.0,4673.0,3324.0,2810.0,1201.0,3600.0,1658.0,7793.0,10244.0,12069.0,5687.0,2092.0,7677.0,2599.0,1955.0,36159.0,1222.0,8053.0,5904.0,25629.0,8708.0,1392.0,10474.0,5113.0,18165.0,8550.0,1103.0,5758.0,1004.0,8761.0,37087.0,8944.0,745.0,15753.0,36481.0,832.0,5668.0,2047.0,269772
