Year,Name,Population,Same house,Same state,Different state,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total
2015,California,38675135,33446324,4377667,514477,5273.0,6022.0,34204.0,2867.0,,21157.0,6205.0,1118.0,3908.0,25638.0,11630.0,10475.0,5840.0,26189.0,8650.0,1394.0,3943.0,3781.0,6324.0,1745.0,9981.0,12628.0,8852.0,4887.0,2539.0,6465.0,2017.0,3282.0,25332.0,1859.0,12890.0,5239.0,36896.0,12463.0,1035.0,12836.0,8350.0,20838.0,13595.0,2179.0,6301.0,610.0,8781.0,41713.0,8814.0,766.0,15009.0,33131.0,413.0,6741.0,1672.0,336667
