Year,Abroad(1yr ago) Est,Washington,Texas,New York,Arizona,Oregon,Florida,Nevada,Illinois,Colorado,Virginia,Massachusetts,Ohio,Hawaii,Pennsylvania,Georgia,New Jersey,North Carolina,Maryland,Michigan,Utah,Tennessee,Missouri,Connecticut,Indiana,Minnesota,Wisconsin,District of Columbia ,Oklahoma,South Carolina,Kansas,Alabama,Louisiana,Idaho,New Mexico,Nebraska,Arkansas,Montana,Iowa,Mississippi,Alaska,Kentucky,North Dakota,Rhode Island,Vermont,Wyoming,South Dakota,Maine,West Virginia,Delaware,New Hampshire
2010,259640.0,30544.0,36582.0,20981.0,33854.0,20913.0,20362.0,27724.0,16482.0,15662.0,14232.0,11969.0,8170.0,9528.0,9948.0,8820.0,10108.0,9593.0,10626.0,10435.0,10653.0,4349.0,6921.0,4631.0,6550.0,5095.0,6031.0,3683.0,5708.0,5016.0,3857.0,3364.0,2989.0,5719.0,4632.0,3062.0,4172.0,3009.0,3163.0,2757.0,9579.0,3394.0,392.0,526.0,525.0,1336.0,1604.0,1796.0,1446.0,643.0,1614.0
