Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Maine,"1,317,444","+/- 1,397","1,127,394","+/- 9,359","156,271","+/- 8,941","30,123","+/- 2,991",0,+/- 163,32,+/- 42,256,+/- 229,0,+/- 163,"1,286",+/- 817,585,+/- 568,"1,616",+/- 595,0,+/- 163,120,+/- 146,"2,602","+/- 1,230",108,+/- 130,346,+/- 328,89,+/- 143,297,+/- 205,172,+/- 217,212,+/- 282,356,+/- 383,292,+/- 259,617,+/- 129,N/A,N/A,216,+/- 162,"4,433","+/- 1,364",168,+/- 225,25,+/- 44,0,+/- 163,0,+/- 163,16,+/- 29,225,+/- 280,29,+/- 52,"4,443","+/- 1,550","1,255",+/- 577,0,+/- 163,"1,947",+/- 809,766,+/- 376,0,+/- 163,478,+/- 299,42,+/- 44,471,+/- 408,987,+/- 695,890,+/- 475,418,+/- 454,22,+/- 36,220,+/- 180,"1,817",+/- 971,159,+/- 149,769,+/- 465,480,+/- 253,429,+/- 473,35,+/- 53,189,+/- 254,208,+/- 355,"3,656",Northeast_states
Maryland,"5,934,005","+/- 4,398","5,076,791","+/- 24,604","638,788","+/- 20,920","168,894","+/- 10,301","1,526",+/- 680,361,+/- 345,"2,649","+/- 1,263",54,+/- 88,"10,859","+/- 2,434","3,002","+/- 1,116","2,006",+/- 826,"6,454","+/- 2,626","22,051","+/- 3,744","10,321","+/- 2,048","5,056","+/- 1,881","3,228","+/- 1,831",0,+/- 195,"2,248",+/- 924,"2,016",+/- 964,679,+/- 501,881,+/- 491,391,+/- 246,323,+/- 243,109,+/- 137,N/A,N/A,"3,259","+/- 1,214","1,915",+/- 875,638,+/- 571,767,+/- 720,"1,905","+/- 1,226",148,+/- 146,850,+/- 810,988,+/- 854,440,+/- 269,"7,283","+/- 2,329",344,+/- 356,"10,850","+/- 2,172","5,562","+/- 1,584",184,+/- 322,"3,477","+/- 1,637",533,+/- 547,299,+/- 319,"14,928","+/- 2,508",799,+/- 503,"1,764",+/- 907,96,+/- 155,"1,634",+/- 914,"5,611","+/- 2,179",318,+/- 301,174,+/- 190,"24,293","+/- 4,176","1,561",+/- 780,"2,605",+/- 951,"1,183",+/- 876,272,+/- 362,"49,532",South_states
Massachusetts,"6,725,678","+/- 3,740","5,893,936","+/- 18,618","634,359","+/- 17,901","132,642","+/- 7,404",269,+/- 321,459,+/- 354,"2,110","+/- 1,052",576,+/- 485,"9,519","+/- 1,989","2,046",+/- 808,"8,283","+/- 1,681",709,+/- 526,"1,213",+/- 496,"11,835","+/- 3,149","2,383",+/- 968,228,+/- 201,422,+/- 291,"3,192","+/- 1,062","1,267",+/- 831,0,+/- 200,236,+/- 238,122,+/- 148,561,+/- 455,"3,417",+/- 953,"3,696","+/- 1,455",N/A,N/A,"1,086",+/- 594,"1,433",+/- 639,499,+/- 274,"1,568","+/- 1,056",30,+/- 53,300,+/- 221,758,+/- 647,"8,220","+/- 2,093","7,201","+/- 1,587",326,+/- 359,"23,014","+/- 3,794","2,114",+/- 817,96,+/- 162,"1,377",+/- 496,500,+/- 323,967,+/- 496,"7,538","+/- 2,056","7,407","+/- 1,678","1,115",+/- 602,0,+/- 200,316,+/- 330,"4,398","+/- 1,324",405,+/- 247,"3,046","+/- 1,168","3,444","+/- 1,156","1,828",+/- 955,286,+/- 242,827,+/- 675,0,+/- 200,"64,741",Northeast_states
Michigan,"9,811,416","+/- 4,125","8,394,658","+/- 25,486","1,229,302","+/- 23,453","142,639","+/- 8,234","1,387",+/- 768,"1,701","+/- 1,310","4,007","+/- 1,283",992,+/- 748,"10,202","+/- 2,159","1,993",+/- 691,764,+/- 335,114,+/- 161,445,+/- 279,"11,547","+/- 1,987","3,687","+/- 1,379",847,+/- 408,725,+/- 748,"13,252","+/- 2,542","9,300","+/- 2,577",594,+/- 323,"2,267","+/- 1,286","2,111",+/- 847,"1,291",+/- 943,590,+/- 421,"1,214",+/- 607,"3,158","+/- 1,098",N/A,N/A,"3,209","+/- 1,038",633,+/- 300,"3,104","+/- 1,053",683,+/- 650,395,+/- 370,"2,044","+/- 1,052",397,+/- 294,"1,359",+/- 480,868,+/- 495,"4,343","+/- 1,255","3,285","+/- 1,309",879,+/- 454,"14,593","+/- 2,588",753,+/- 442,892,+/- 542,"5,737","+/- 1,996",271,+/- 282,"1,427",+/- 579,558,+/- 374,"4,846","+/- 2,054","8,466","+/- 1,687",555,+/- 667,189,+/- 190,"2,836","+/- 1,122","1,951",+/- 790,885,+/- 678,"5,136","+/- 1,378",157,+/- 161,"44,817",Midwest_states
Minnesota,"5,419,822","+/- 3,620","4,618,325","+/- 19,800","661,383","+/- 18,661","108,476","+/- 7,030",105,+/- 100,363,+/- 273,"3,978","+/- 1,364",405,+/- 267,"6,739","+/- 1,879","2,709",+/- 965,578,+/- 582,34,+/- 57,282,+/- 223,"3,502","+/- 1,143","1,344",+/- 632,270,+/- 280,486,+/- 352,"6,974","+/- 1,608",965,+/- 572,"6,996","+/- 2,447","1,272",+/- 566,608,+/- 404,382,+/- 365,77,+/- 95,"1,270","+/- 1,211","1,369",+/- 755,"2,742",+/- 848,N/A,N/A,220,+/- 253,"1,812",+/- 825,760,+/- 345,"2,073",+/- 696,427,+/- 298,455,+/- 434,419,+/- 284,712,+/- 566,"3,529","+/- 1,368","2,622","+/- 1,438","7,636","+/- 1,500","2,525","+/- 2,156",661,+/- 336,864,+/- 724,662,+/- 318,144,+/- 140,330,+/- 303,"5,362","+/- 1,346","1,773","+/- 1,220","4,814","+/- 1,405","1,100",+/- 649,12,+/- 21,"4,014","+/- 1,795","2,404",+/- 979,34,+/- 46,"18,934","+/- 2,886",728,+/- 738,"31,638",Midwest_states
Mississippi,"2,959,289","+/- 2,681","2,554,660","+/- 15,529","327,854","+/- 16,330","69,351","+/- 6,816","6,827","+/- 1,858",474,+/- 529,337,+/- 351,"1,497",+/- 903,"3,566","+/- 1,193",522,+/- 361,0,+/- 207,0,+/- 207,0,+/- 207,"6,113","+/- 1,628","3,111","+/- 1,197",235,+/- 214,262,+/- 261,"1,371",+/- 856,757,+/- 883,328,+/- 298,162,+/- 152,"1,002",+/- 970,"8,678","+/- 2,671",0,+/- 207,681,+/- 586,906,+/- 770,957,+/- 428,10,+/- 21,N/A,N/A,702,+/- 537,248,+/- 258,18,+/- 43,732,+/- 592,0,+/- 207,"1,604","+/- 1,419",106,+/- 185,271,+/- 222,"1,088",+/- 651,0,+/- 207,"1,109",+/- 874,"1,190",+/- 730,97,+/- 108,360,+/- 390,0,+/- 207,731,+/- 485,0,+/- 207,"9,494","+/- 2,074","8,842","+/- 2,243",70,+/- 120,0,+/- 207,"1,794",+/- 822,"1,589","+/- 1,444",725,+/- 618,754,+/- 518,31,+/- 40,"7,424",South_states
Missouri,"6,015,580","+/- 3,399","5,056,661","+/- 24,391","777,061","+/- 22,731","159,152","+/- 8,254","1,449",+/- 889,920,+/- 747,"3,305","+/- 1,362","7,887","+/- 1,884","9,646","+/- 2,219","4,791","+/- 1,640",268,+/- 205,254,+/- 323,405,+/- 257,"7,190","+/- 2,021","2,055",+/- 883,"1,357",+/- 779,915,"+/- 1,159","23,915","+/- 4,061","3,563","+/- 1,239","6,004","+/- 2,032","20,834","+/- 3,254","1,724","+/- 1,169",690,+/- 483,275,+/- 322,918,+/- 486,"1,719",+/- 814,"1,647",+/- 800,"2,813","+/- 1,067","1,930","+/- 1,022",N/A,N/A,99,+/- 121,"3,820","+/- 1,671","1,600","+/- 1,054",137,+/- 159,"1,291",+/- 722,685,+/- 432,"3,176","+/- 1,271","4,526","+/- 1,760",392,+/- 450,"4,660","+/- 2,203","4,893","+/- 1,805","2,044","+/- 1,511","1,901",+/- 866,200,+/- 166,"1,360","+/- 1,085",858,+/- 523,"2,940","+/- 1,135","9,634","+/- 2,103",955,+/- 624,0,+/- 182,"1,867","+/- 1,173","2,611","+/- 1,242",498,+/- 363,"1,932","+/- 1,076",599,+/- 752,"22,706",Midwest_states
Montana,"1,019,646","+/- 1,426","855,861","+/- 9,601","118,200","+/- 7,821","42,760","+/- 6,511",0,+/- 165,657,+/- 411,"1,187",+/- 624,320,+/- 378,"4,339","+/- 1,223","3,268","+/- 1,204",0,+/- 165,0,+/- 165,0,+/- 165,955,+/- 893,568,+/- 447,99,+/- 130,"5,182","+/- 3,955","1,012",+/- 851,"1,564","+/- 1,274",606,+/- 652,301,+/- 278,102,+/- 142,0,+/- 165,201,+/- 247,153,+/- 147,39,+/- 75,791,+/- 773,633,+/- 409,61,+/- 102,"1,452","+/- 1,420",N/A,N/A,168,+/- 221,"1,151","+/- 1,076",283,+/- 456,133,+/- 154,21,+/- 38,139,+/- 237,"1,358",+/- 973,"1,801",+/- 753,294,+/- 259,105,+/- 189,408,+/- 293,143,+/- 134,51,+/- 76,71,+/- 79,308,+/- 277,179,+/- 209,"3,235","+/- 1,000","1,807","+/- 1,029",15,+/- 30,331,+/- 293,"4,959","+/- 1,665",50,+/- 83,251,+/- 195,"2,009",+/- 998,"2,825",West_states
Nebraska,"1,869,217","+/- 1,976","1,570,592","+/- 11,472","236,217","+/- 10,096","52,950","+/- 4,461",32,+/- 40,122,+/- 136,"1,489",+/- 662,741,+/- 597,"3,317",+/- 927,"3,571","+/- 1,015",300,+/- 273,34,+/- 55,13,+/- 26,"1,805",+/- 854,556,+/- 418,110,+/- 143,299,+/- 420,"4,450","+/- 1,957",539,+/- 372,"6,081","+/- 1,400","3,294","+/- 1,294",508,+/- 376,516,+/- 645,586,+/- 735,259,+/- 301,40,+/- 65,753,+/- 603,"2,156","+/- 1,168",218,+/- 269,"2,276",+/- 838,307,+/- 304,N/A,N/A,393,+/- 340,0,+/- 155,45,+/- 76,"1,542",+/- 951,834,+/- 548,818,+/- 573,575,+/- 489,343,+/- 319,"1,139",+/- 565,299,+/- 246,692,+/- 409,0,+/- 155,159,+/- 191,"2,117","+/- 1,013",478,+/- 346,"4,460","+/- 1,574",801,+/- 892,8,+/- 15,"1,003",+/- 500,785,+/- 455,0,+/- 155,"1,341","+/- 1,147",746,+/- 388,"9,458",Midwest_states
Nevada,"2,859,489","+/- 2,806","2,291,842","+/- 18,502","413,831","+/- 17,261","135,999","+/- 9,981","1,830","+/- 2,152","1,017",+/- 605,"5,598","+/- 1,870",50,+/- 84,"54,765","+/- 7,082","2,058",+/- 999,"1,681","+/- 1,285",0,+/- 204,94,+/- 155,"6,001","+/- 2,151",868,+/- 626,"3,747","+/- 1,663","2,514","+/- 1,831","3,552","+/- 2,074","2,149","+/- 1,171",651,+/- 432,855,+/- 458,707,+/- 481,318,+/- 266,66,+/- 108,816,+/- 489,792,+/- 753,"2,597","+/- 1,062","2,966","+/- 1,823",152,+/- 191,778,+/- 460,"1,481","+/- 1,068",801,+/- 934,N/A,N/A,64,+/- 111,522,+/- 332,"1,388",+/- 534,"3,317","+/- 1,767","1,873","+/- 1,136",309,+/- 329,"1,205",+/- 758,264,+/- 222,"2,575",+/- 990,"2,102",+/- 861,325,+/- 315,"1,374","+/- 1,311",126,+/- 213,123,+/- 144,"5,271","+/- 2,153","5,845","+/- 2,050",0,+/- 204,"1,932","+/- 1,124","6,513","+/- 2,309",280,+/- 458,"1,144",+/- 709,543,+/- 362,"17,817",West_states
New Hampshire,"1,318,121","+/- 1,867","1,134,482","+/- 9,193","122,442","+/- 7,927","53,446","+/- 5,177",125,+/- 210,0,+/- 184,669,+/- 669,0,+/- 184,"2,609","+/- 1,038",941,+/- 749,"2,744",+/- 922,173,+/- 234,291,+/- 325,"3,039",+/- 986,227,+/- 227,54,+/- 94,0,+/- 184,563,+/- 431,"1,052","+/- 1,018",109,+/- 177,0,+/- 184,361,+/- 516,394,+/- 556,"4,956","+/- 1,971",307,+/- 246,"19,187","+/- 3,203",636,+/- 370,431,+/- 725,241,+/- 381,248,+/- 413,0,+/- 184,84,+/- 140,128,+/- 150,N/A,N/A,581,+/- 359,245,+/- 259,"3,364","+/- 1,163",670,+/- 711,0,+/- 184,565,+/- 576,0,+/- 184,351,+/- 333,"1,259",+/- 859,931,+/- 550,0,+/- 184,0,+/- 184,0,+/- 184,"1,407",+/- 758,0,+/- 184,"3,233","+/- 1,100","1,039",+/- 686,0,+/- 184,28,+/- 50,204,+/- 305,0,+/- 184,"7,751",Northeast_states
New Jersey,"8,854,363","+/- 4,962","7,987,859","+/- 26,012","656,570","+/- 22,372","144,074","+/- 8,425",250,+/- 211,839,"+/- 1,221","1,521",+/- 782,243,+/- 290,"5,447","+/- 1,256",768,+/- 552,"2,781","+/- 1,344","1,142",+/- 471,845,+/- 493,"9,284","+/- 2,022","3,630","+/- 2,081",597,+/- 623,0,+/- 197,"2,438","+/- 1,188","1,693",+/- 831,77,+/- 102,275,+/- 272,205,+/- 203,"1,933","+/- 1,448",306,+/- 265,"3,215","+/- 1,127","4,901","+/- 1,644","1,616","+/- 1,296",715,+/- 486,273,+/- 346,607,+/- 442,0,+/- 197,214,+/- 298,716,+/- 521,517,+/- 340,N/A,N/A,935,+/- 651,"50,792","+/- 4,749","4,947","+/- 1,853",48,+/- 89,"1,660",+/- 810,235,+/- 199,423,+/- 456,"23,371","+/- 3,657",672,+/- 696,"2,805","+/- 1,533",72,+/- 118,869,+/- 536,"4,778","+/- 2,133",36,+/- 60,204,+/- 206,"3,124","+/- 1,180","1,152",+/- 711,457,+/- 371,240,+/- 257,206,+/- 313,"65,860",Northeast_states
New Mexico,"2,060,441","+/- 2,662","1,767,704","+/- 12,817","228,103","+/- 11,980","55,753","+/- 5,781",356,+/- 355,278,+/- 269,"3,441","+/- 1,655",42,+/- 72,"6,721","+/- 2,214","5,395","+/- 1,656",161,+/- 268,0,+/- 193,0,+/- 193,"2,150",+/- 897,"1,120",+/- 744,638,+/- 433,611,+/- 811,"1,267",+/- 489,428,+/- 397,181,+/- 231,303,+/- 251,329,+/- 259,218,+/- 198,663,+/- 925,539,+/- 296,483,+/- 389,"1,159",+/- 896,318,+/- 214,"1,327","+/- 1,433",343,+/- 353,278,+/- 298,0,+/- 193,688,+/- 378,112,+/- 177,747,+/- 595,N/A,N/A,"1,632",+/- 887,540,+/- 494,0,+/- 193,"1,322",+/- 630,"1,311",+/- 829,175,+/- 199,473,+/- 306,87,+/- 144,"1,098","+/- 1,162",0,+/- 193,660,+/- 802,"12,101","+/- 2,841","1,452",+/- 936,128,+/- 149,"2,350","+/- 1,097","1,435",+/- 749,129,+/- 237,120,+/- 194,444,+/- 539,"8,881",West_states
New York,"19,570,171","+/- 7,771","17,506,652","+/- 32,943","1,653,268","+/- 29,796","257,611","+/- 10,637",850,+/- 510,"1,020",+/- 808,"5,993","+/- 1,620","1,054",+/- 943,"25,510","+/- 3,545","3,101","+/- 1,256","11,684","+/- 2,170","1,231",+/- 713,"5,619","+/- 1,791","26,192","+/- 3,101","6,462","+/- 1,725",482,+/- 392,0,+/- 190,"6,499","+/- 1,488","2,426",+/- 958,589,+/- 371,"1,061",+/- 903,"1,115",+/- 506,"1,790","+/- 1,340","1,138",+/- 502,"7,167","+/- 1,763","16,726","+/- 2,569","4,390","+/- 1,349","1,876","+/- 1,267","1,083",+/- 816,"2,441",+/- 904,292,+/- 239,144,+/- 219,"1,116",+/- 649,"1,668",+/- 608,"34,588","+/- 3,135",969,+/- 700,N/A,N/A,"8,543","+/- 1,939",260,+/- 317,"3,256",+/- 895,"1,472",+/- 893,"1,624",+/- 769,"25,385","+/- 3,814",944,+/- 495,"4,912","+/- 1,231",267,+/- 253,"2,562",+/- 921,"12,082","+/- 2,135","1,451",+/- 559,"3,118","+/- 1,704","8,333","+/- 1,952","3,942","+/- 1,524","1,083",+/- 580,"1,781",+/- 598,320,+/- 262,"152,640",Northeast_states
North Carolina,"9,927,547","+/- 5,134","8,376,304","+/- 32,816","1,194,157","+/- 27,794","310,612","+/- 15,103","3,733","+/- 1,230",578,+/- 475,"5,963","+/- 2,535",707,+/- 598,"16,985","+/- 3,902","3,634","+/- 1,319","6,709","+/- 2,898","1,676",+/- 948,"3,401","+/- 1,465","27,771","+/- 3,998","17,676","+/- 2,824","2,910","+/- 1,238",729,+/- 787,"8,100","+/- 2,216","4,903","+/- 3,085","3,180","+/- 1,574","2,260","+/- 1,117","4,702","+/- 1,472","2,632","+/- 1,150","1,904","+/- 1,085","11,383","+/- 2,566","5,387","+/- 1,498","6,588","+/- 2,158","2,635","+/- 1,164",721,+/- 408,"3,207","+/- 1,349",576,+/- 666,"1,631","+/- 1,571","1,854","+/- 1,712","1,195",+/- 933,"13,233","+/- 3,260","1,958","+/- 1,186","23,594","+/- 3,163",N/A,N/A,"1,176","+/- 1,211","7,405","+/- 1,913","1,067",+/- 637,733,+/- 582,"12,979","+/- 2,740",838,+/- 626,"27,321","+/- 4,245","1,730","+/- 1,235","7,575","+/- 1,867","15,245","+/- 3,038","1,278",+/- 857,691,+/- 577,"31,390","+/- 3,901","1,883",+/- 859,"3,387","+/- 1,134","1,217",+/- 608,582,+/- 435,"46,474",South_states
North Dakota,"745,291","+/- 1,249","608,377","+/- 7,924","90,498","+/- 6,644","42,618","+/- 5,171",0,+/- 151,196,+/- 329,"1,008",+/- 590,255,+/- 299,"2,601","+/- 1,187",984,+/- 854,261,+/- 480,0,+/- 151,0,+/- 151,367,+/- 305,367,+/- 291,39,+/- 54,205,+/- 230,730,+/- 540,150,+/- 150,"2,500","+/- 2,159",84,+/- 98,30,+/- 103,244,+/- 253,0,+/- 151,307,+/- 275,103,+/- 182,"1,722","+/- 1,017","13,712","+/- 2,658",238,+/- 284,"1,187","+/- 1,109","1,214",+/- 726,425,+/- 321,262,+/- 408,240,+/- 340,0,+/- 151,223,+/- 288,"1,055",+/- 768,376,+/- 411,N/A,N/A,928,+/- 644,459,+/- 352,22,+/- 46,24,+/- 42,18,+/- 30,337,+/- 281,"2,300",+/- 859,420,+/- 605,"3,968","+/- 1,837",168,+/- 165,0,+/- 151,121,+/- 115,"1,675","+/- 1,241",199,+/- 302,660,+/- 302,234,+/- 250,"3,798",Midwest_states
Ohio,"11,482,142","+/- 4,883","9,719,944","+/- 31,583","1,508,889","+/- 29,950","203,475","+/- 10,154","2,038",+/- 854,"1,330","+/- 1,033","4,257","+/- 1,610","1,404",+/- 841,"11,145","+/- 2,127","3,137",+/- 930,"2,126",+/- 810,221,+/- 244,"1,493","+/- 1,357","12,911","+/- 2,229","5,971","+/- 1,709",461,+/- 722,0,+/- 187,"11,733","+/- 2,522","11,837","+/- 2,610","1,418","+/- 1,124","1,182",+/- 743,"13,849","+/- 2,942","1,273",+/- 719,643,+/- 588,"3,591",+/- 909,"3,603","+/- 1,581","13,867","+/- 2,636","1,772",+/- 883,890,+/- 657,"3,246","+/- 1,386",285,+/- 308,647,+/- 659,"1,959",+/- 875,"1,510","+/- 1,067","3,475","+/- 1,752",443,+/- 376,"11,176","+/- 2,687","6,777","+/- 1,726",329,+/- 318,N/A,N/A,"1,058",+/- 754,"1,539",+/- 690,"15,932","+/- 3,562",307,+/- 239,"2,804","+/- 1,565",80,+/- 83,"5,162","+/- 1,798","11,553","+/- 2,554",602,+/- 411,110,+/- 191,"8,655","+/- 1,938","2,601","+/- 1,141","9,059","+/- 2,188","1,977",+/- 783,37,+/- 60,"49,834",Midwest_states
Oklahoma,"3,864,908","+/- 2,978","3,202,689","+/- 16,599","532,976","+/- 15,499","110,878","+/- 6,734",957,+/- 486,278,+/- 222,"2,495",+/- 923,"6,881","+/- 1,832","7,753","+/- 1,951","4,362","+/- 1,436",66,+/- 117,666,+/- 748,365,+/- 359,"3,779","+/- 1,152","2,757","+/- 1,865",679,+/- 428,317,+/- 223,"3,493","+/- 1,249",905,+/- 648,658,+/- 388,"10,058","+/- 2,129",660,+/- 536,"2,604",+/- 934,304,+/- 261,"1,186",+/- 652,"1,052",+/- 836,"3,298","+/- 1,607","1,015",+/- 465,712,+/- 586,"3,709","+/- 1,336",219,+/- 233,977,+/- 640,701,+/- 455,119,+/- 143,917,+/- 508,"2,070",+/- 873,"1,922","+/- 1,222","2,083","+/- 1,314",648,+/- 455,"1,872",+/- 614,N/A,N/A,275,+/- 297,770,+/- 369,270,+/- 334,945,+/- 561,65,+/- 109,"1,293",+/- 504,"28,642","+/- 3,415","1,020",+/- 515,203,+/- 200,"1,686",+/- 838,"1,457",+/- 917,641,+/- 561,924,+/- 658,150,+/- 214,"18,365",South_states
Oregon,"3,985,712","+/- 3,006","3,277,453","+/- 19,786","544,776","+/- 18,097","141,162","+/- 7,834",654,+/- 843,"1,617",+/- 874,"6,349","+/- 1,908",631,+/- 677,"40,447","+/- 4,252","3,011","+/- 1,092",567,+/- 474,502,+/- 695,789,+/- 611,"2,795","+/- 1,181","1,288",+/- 569,"3,476","+/- 1,459","6,377","+/- 2,140","1,653",+/- 689,826,+/- 380,"1,553","+/- 1,056",582,+/- 371,0,+/- 197,"1,601","+/- 1,223",234,+/- 281,878,+/- 516,"2,295",+/- 981,"1,644",+/- 976,"2,035","+/- 1,149",146,+/- 166,"1,668","+/- 1,020","3,424","+/- 1,973",370,+/- 395,"2,855","+/- 1,253","1,292","+/- 1,177",164,+/- 142,685,+/- 432,"2,028",+/- 746,"2,106","+/- 1,093",299,+/- 248,"1,720",+/- 934,800,+/- 546,N/A,N/A,"2,018",+/- 910,189,+/- 206,"1,378","+/- 1,005",72,+/- 90,"1,190",+/- 776,"4,761","+/- 1,360","1,649",+/- 739,442,+/- 297,"2,329","+/- 1,266","25,055","+/- 3,530",106,+/- 130,"1,591",+/- 800,"1,021",+/- 704,"22,321",West_states
Pennsylvania,"12,662,192","+/- 5,055","11,109,753","+/- 32,343","1,258,572","+/- 26,356","232,683","+/- 11,644","1,663","+/- 1,097",368,+/- 295,"2,921","+/- 1,059",765,+/- 526,"10,249","+/- 2,149","3,115","+/- 1,746","5,967","+/- 1,610","7,615","+/- 1,735","1,487",+/- 718,"14,676","+/- 3,273","3,600","+/- 1,136",524,+/- 511,879,+/- 813,"4,054","+/- 1,382","2,227","+/- 1,031",506,+/- 283,998,+/- 573,"1,855","+/- 1,076",199,+/- 189,963,+/- 549,"17,424","+/- 3,207","5,285","+/- 1,341","3,274","+/- 1,303","1,799",+/- 869,"1,560","+/- 1,654",972,+/- 427,259,+/- 251,82,+/- 133,"1,057",+/- 605,"1,685",+/- 649,"41,578","+/- 4,446",658,+/- 342,"32,857","+/- 3,546","7,228","+/- 1,867",345,+/- 288,"13,453","+/- 2,762",776,+/- 535,"1,168",+/- 613,N/A,N/A,896,+/- 641,"3,263","+/- 1,603",223,+/- 271,"1,979",+/- 753,"7,490","+/- 1,848","2,073","+/- 1,594",785,+/- 460,"11,249","+/- 2,562","1,056",+/- 571,"5,173","+/- 1,435","1,731","+/- 1,289",674,+/- 949,"61,184",Northeast_states
Rhode Island,"1,045,062","+/- 1,593","901,338","+/- 9,189","97,722","+/- 7,798","38,344","+/- 4,294",39,+/- 69,93,+/- 154,647,+/- 613,0,+/- 206,"1,879","+/- 1,261",285,+/- 272,"3,861","+/- 1,318",0,+/- 206,6,+/- 10,"4,363","+/- 1,747",191,+/- 254,18,+/- 32,244,+/- 281,265,+/- 235,53,+/- 68,0,+/- 206,169,+/- 232,118,+/- 117,60,+/- 81,422,+/- 303,500,+/- 443,"12,652","+/- 2,969",61,+/- 99,58,+/- 118,37,+/- 70,355,+/- 574,0,+/- 206,0,+/- 206,58,+/- 92,690,+/- 413,"1,380",+/- 463,0,+/- 206,"2,951",+/- 986,"1,140",+/- 615,0,+/- 206,274,+/- 304,0,+/- 206,394,+/- 374,"1,040",+/- 646,N/A,N/A,445,+/- 510,0,+/- 206,908,+/- 776,"1,164",+/- 700,427,+/- 461,78,+/- 108,356,+/- 338,636,+/- 521,27,+/- 39,0,+/- 206,0,+/- 206,"7,658",Northeast_states
South Carolina,"4,839,984","+/- 3,503","4,106,166","+/- 20,224","543,488","+/- 17,723","170,366","+/- 10,880","1,854",+/- 666,250,+/- 308,900,+/- 597,"1,612",+/- 869,"5,915","+/- 1,629","2,725","+/- 1,527","3,355","+/- 1,245",214,+/- 301,262,+/- 240,"16,323","+/- 3,454","15,548","+/- 2,423",602,+/- 423,285,+/- 237,"4,051","+/- 1,453","2,033",+/- 900,"1,036",+/- 855,676,+/- 476,"3,007","+/- 1,531","1,751","+/- 1,007","1,006",+/- 595,"4,963","+/- 2,074","3,002","+/- 1,136","3,496","+/- 1,976",987,+/- 492,"1,309",+/- 801,"2,086","+/- 1,155",198,+/- 179,195,+/- 243,659,+/- 425,566,+/- 402,"4,951","+/- 1,603",177,+/- 163,"9,301","+/- 2,342","31,369","+/- 4,968",189,+/- 245,"6,694","+/- 2,523",705,+/- 552,560,+/- 345,"9,489","+/- 2,374",628,+/- 411,N/A,N/A,70,+/- 125,"5,542","+/- 1,514","5,987","+/- 1,561","1,243",+/- 650,388,+/- 327,"8,736","+/- 2,250",751,+/- 583,"1,498",+/- 861,"1,222",+/- 806,0,+/- 203,"19,964",South_states
South Dakota,"848,285","+/- 1,092","702,122","+/- 7,738","116,343","+/- 6,782","26,962","+/- 3,687",14,+/- 29,289,+/- 224,"1,240",+/- 757,486,+/- 774,"1,340",+/- 647,"1,200",+/- 731,32,+/- 48,0,+/- 151,0,+/- 151,263,+/- 244,268,+/- 339,0,+/- 151,92,+/- 119,"1,075","+/- 1,139",157,+/- 250,"2,290","+/- 1,067",308,+/- 297,31,+/- 72,0,+/- 151,0,+/- 151,207,+/- 212,0,+/- 151,190,+/- 184,"3,878","+/- 1,239",10,+/- 16,440,+/- 254,391,+/- 352,"2,606","+/- 1,072",353,+/- 384,0,+/- 151,36,+/- 63,28,+/- 38,0,+/- 151,366,+/- 311,"2,669","+/- 1,311",29,+/- 53,219,+/- 317,54,+/- 95,84,+/- 154,0,+/- 151,"1,138",+/- 666,N/A,N/A,404,+/- 387,"1,742","+/- 1,035",591,+/- 703,0,+/- 151,358,+/- 582,126,+/- 115,0,+/- 151,532,+/- 316,"1,426",+/- 827,"2,858",Midwest_states
