Year,Abroad,Washington,Texas,New_York,Arizona,Oregon,Florida,Nevada,Illinois,Colorado,Virginia,Massachusetts,Ohio,Hawaii,Pennsylvania,Georgia,New_Jersey,North_Carolina,Maryland,Michigan,Utah,Tennessee,Missouri,Connecticut,Indiana,Minnesota,Wisconsin,District_of_Columbia ,Oklahoma,South_Carolina,Kansas,Alabama,Louisiana,Idaho,New_Mexico,Nebraska,Arkansas,Montana,Iowa,Mississippi,Alaska,Kentucky,North_Dakota,Rhode_Island,Vermont,Wyoming,South_ Dakota,Maine,West_Virginia,Delaware,New Hampshire
2018,288611,38007,37810,34848,33670,24050,22464,22433,22165,18755,17725,17529,13999,12848,11848,11753,11666,11400,11042,10335,9440,8060,7981,6366,6313,6221,5364,5063,4901,4896,4826,4591,4441,4224,3822,3619,2573,2481,2461,2393,2155,2010,1909,1738,1641,1526,1296,1294,1246,1143,682
