Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Maine,"1,313,902","+/- 1,878","1,136,780","+/- 8,034","146,735","+/- 7,677","27,758","+/- 3,059",402,+/- 311,424,+/- 439,254,+/- 290,67,+/- 112,"1,066",+/- 740,478,+/- 377,"1,361",+/- 689,174,+/- 229,55,+/- 89,"3,025",+/- 924,844,+/- 817,62,+/- 102,0,+/- 230,311,+/- 251,259,+/- 379,337,+/- 561,56,+/- 92,484,+/- 643,115,+/- 211,N/A,N/A,243,+/- 223,"3,521",+/- 958,122,+/- 133,91,+/- 109,0,+/- 230,201,+/- 260,275,+/- 335,204,+/- 283,345,+/- 344,"4,058","+/- 1,966",902,+/- 508,234,+/- 298,"2,339",+/- 962,"1,001","+/- 1,161",55,+/- 89,315,+/- 362,124,+/- 215,0,+/- 230,375,+/- 287,379,+/- 284,148,+/- 160,0,+/- 230,249,+/- 231,458,+/- 327,390,+/- 427,420,+/- 368,654,+/- 307,381,+/- 533,0,+/- 230,0,+/- 230,500,+/- 766,"2,629",Northeast_states
Maryland,"5,716,785","+/- 3,648","4,917,637","+/- 22,981","588,879","+/- 20,180","164,484","+/- 9,180","1,641","+/- 1,004","2,672","+/- 1,268","1,124",+/- 770,273,+/- 418,"8,206","+/- 2,230","2,501","+/- 1,523","1,603",+/- 798,"8,340","+/- 3,099","23,202","+/- 3,764","6,564","+/- 1,906","3,454","+/- 1,271",422,+/- 439,357,+/- 415,"3,300","+/- 1,310",431,+/- 330,160,+/- 190,781,+/- 822,396,+/- 362,"1,376",+/- 695,53,+/- 96,N/A,N/A,"1,983",+/- 730,"3,572","+/- 1,269",820,+/- 543,403,+/- 383,"1,147",+/- 633,86,+/- 106,54,+/- 88,979,+/- 800,"1,369","+/- 1,276","9,058","+/- 2,330",238,+/- 287,"10,736","+/- 2,103","5,787","+/- 2,059",0,+/- 289,"3,277","+/- 1,497",607,+/- 541,723,+/- 654,"13,467","+/- 3,147",782,+/- 626,"1,710",+/- 852,49,+/- 81,"2,669","+/- 1,332","5,883","+/- 1,511",655,+/- 451,350,+/- 328,"24,765","+/- 4,735","1,542","+/- 1,004","4,363","+/- 1,701",324,+/- 241,230,+/- 299,"45,785",South_states
Massachusetts,"6,489,250","+/- 3,528","5,583,650","+/- 23,686","706,624","+/- 22,760","140,162","+/- 8,906",583,+/- 382,"1,891","+/- 1,205","1,572","+/- 1,170",206,+/- 343,"14,971","+/- 3,388","1,051",+/- 527,"13,270","+/- 2,422",131,+/- 214,"1,539",+/- 649,"11,118","+/- 2,520","1,409",+/- 612,682,+/- 598,79,+/- 128,"2,842","+/- 1,071","1,891",+/- 857,307,+/- 253,0,+/- 285,340,+/- 397,0,+/- 285,"4,666","+/- 1,266","3,660","+/- 1,356",N/A,N/A,"1,624",+/- 931,"2,185","+/- 2,035",453,+/- 534,"1,957","+/- 1,987",388,+/- 356,46,+/- 77,792,+/- 705,"9,911","+/- 1,876","4,709","+/- 1,295",161,+/- 271,"20,002","+/- 3,186","2,798","+/- 1,277",0,+/- 285,"2,163",+/- 975,158,+/- 204,228,+/- 217,"5,316","+/- 1,681","6,965","+/- 1,573","1,659","+/- 1,086",0,+/- 285,918,+/- 591,"7,073","+/- 2,465",207,+/- 159,"1,526",+/- 673,"4,542","+/- 1,704","1,627",+/- 791,0,+/- 285,546,+/- 404,0,+/- 285,"58,814",Northeast_states
Michigan,"9,762,127","+/- 4,595","8,310,098","+/- 29,394","1,291,901","+/- 28,130","116,149","+/- 8,123","2,403","+/- 1,803","1,040",+/- 758,"3,197","+/- 1,076",636,+/- 434,"6,726","+/- 2,018","2,031",+/- 695,277,+/- 303,167,+/- 160,471,+/- 272,"11,646","+/- 2,178","3,913","+/- 1,925",313,+/- 337,66,+/- 79,"10,651","+/- 1,903","7,816","+/- 2,004",758,+/- 493,640,+/- 469,"2,353","+/- 1,473","1,342",+/- 747,645,+/- 477,620,+/- 428,"1,206",+/- 574,N/A,N/A,"1,275",+/- 646,656,+/- 474,"2,921","+/- 1,486",312,+/- 235,213,+/- 214,"1,874","+/- 1,028",437,+/- 357,"1,676",+/- 861,669,+/- 411,"3,135",+/- 871,"2,444",+/- 903,53,+/- 71,"9,783","+/- 1,851","2,276","+/- 1,296",537,+/- 341,"3,134","+/- 1,226",653,+/- 702,"1,446",+/- 869,706,+/- 521,"4,453","+/- 1,559","7,184","+/- 2,265",545,+/- 388,45,+/- 77,"2,073",+/- 807,"1,427",+/- 666,446,+/- 319,"6,291","+/- 1,731",568,+/- 429,"43,979",Midwest_states
Minnesota,"5,244,256","+/- 3,049","4,480,630","+/- 17,843","647,946","+/- 16,565","89,872","+/- 6,022",266,+/- 342,"1,169",+/- 851,"4,165","+/- 1,655",279,+/- 321,"6,233","+/- 1,680","2,521","+/- 1,122",211,+/- 259,176,+/- 171,306,+/- 353,"2,575",+/- 951,"1,776","+/- 1,237",227,+/- 253,231,+/- 314,"6,641","+/- 2,137","1,120",+/- 433,"4,948","+/- 2,094","1,067",+/- 576,402,+/- 273,519,+/- 402,172,+/- 199,"1,259",+/- 797,"1,092",+/- 531,"2,631","+/- 1,867",N/A,N/A,196,+/- 169,"1,549",+/- 898,"1,020",+/- 547,734,+/- 415,540,+/- 364,183,+/- 142,513,+/- 416,151,+/- 137,"1,309",+/- 650,"1,673",+/- 808,"7,316","+/- 1,621","1,035",+/- 669,284,+/- 299,738,+/- 390,730,+/- 459,123,+/- 148,"1,597","+/- 1,554","3,237",+/- 922,"1,155","+/- 1,037","2,619","+/- 1,241","1,013",+/- 792,0,+/- 211,"2,371","+/- 1,485","1,328",+/- 604,200,+/- 211,"17,929","+/- 2,252",343,+/- 280,"25,808",Midwest_states
Mississippi,"2,931,228","+/- 3,253","2,510,729","+/- 16,977","340,266","+/- 16,300","72,321","+/- 5,412","8,306","+/- 2,433","1,192","+/- 1,055",187,+/- 188,"4,941","+/- 2,495","3,000","+/- 1,221","1,167",+/- 854,71,+/- 140,0,+/- 287,0,+/- 287,"4,814","+/- 1,372","4,014","+/- 1,632",276,+/- 383,121,+/- 172,"3,030","+/- 1,391","1,403","+/- 1,445",114,+/- 136,330,+/- 360,407,+/- 350,"7,390","+/- 1,780",0,+/- 287,649,+/- 529,107,+/- 154,"2,495","+/- 1,469",863,+/- 996,N/A,N/A,959,+/- 544,314,+/- 278,0,+/- 287,408,+/- 323,0,+/- 287,403,+/- 398,633,+/- 669,"1,026",+/- 524,"2,227","+/- 1,080",0,+/- 287,"1,312",+/- 783,663,+/- 520,0,+/- 287,750,+/- 499,145,+/- 241,"1,860",+/- 982,56,+/- 99,"8,158","+/- 2,173","5,755","+/- 1,663",232,+/- 229,0,+/- 287,572,+/- 350,508,+/- 492,94,+/- 177,879,+/- 630,490,+/- 422,"7,912",South_states
Missouri,"5,920,858","+/- 4,730","4,968,921","+/- 23,164","786,726","+/- 21,904","145,226","+/- 7,633",819,+/- 561,"1,051",+/- 822,"2,988","+/- 1,145","4,381","+/- 1,133","9,840","+/- 2,218","1,903",+/- 781,243,+/- 282,314,+/- 322,478,+/- 322,"8,317","+/- 2,320","2,492","+/- 1,119",380,+/- 294,830,+/- 909,"21,277","+/- 3,689","3,351","+/- 1,123","4,708","+/- 1,328","23,427","+/- 3,689","2,552","+/- 1,075","2,238","+/- 2,007",171,+/- 179,"1,359",+/- 812,"1,395",+/- 931,"2,610",+/- 954,"1,701",+/- 810,"1,183",+/- 510,N/A,N/A,220,+/- 192,"2,636","+/- 1,240","1,060",+/- 648,108,+/- 180,"1,320",+/- 804,150,+/- 147,"2,630","+/- 1,474","1,825",+/- 760,848,"+/- 1,186","2,163",+/- 847,"4,647","+/- 1,478",314,+/- 204,"1,639",+/- 755,0,+/- 259,954,+/- 578,512,+/- 445,"3,311","+/- 1,272","12,884","+/- 3,043","1,319",+/- 664,498,+/- 524,"3,206","+/- 1,413","1,107",+/- 748,177,+/- 231,"1,331",+/- 693,359,+/- 496,"19,985",Midwest_states
Montana,"978,507","+/- 1,744","821,709","+/- 7,063","117,752","+/- 6,986","35,630","+/- 3,807",212,+/- 332,650,+/- 561,"1,909","+/- 1,125",672,+/- 487,"5,756","+/- 1,903","2,185",+/- 870,128,+/- 148,71,+/- 120,0,+/- 237,"1,373","+/- 1,173",46,+/- 87,0,+/- 237,"1,458",+/- 859,"1,094",+/- 789,251,+/- 233,169,+/- 198,60,+/- 93,321,+/- 490,85,+/- 118,76,+/- 102,51,+/- 86,59,+/- 97,648,+/- 534,"1,323",+/- 603,242,+/- 356,564,+/- 481,N/A,N/A,340,+/- 424,548,+/- 386,0,+/- 237,0,+/- 237,660,+/- 688,246,+/- 282,"1,072","+/- 1,127","1,677","+/- 1,012",89,+/- 118,182,+/- 174,"1,620",+/- 861,419,+/- 319,0,+/- 237,110,+/- 150,295,+/- 258,111,+/- 193,"2,101","+/- 1,013",964,+/- 618,0,+/- 237,497,+/- 401,"3,250","+/- 1,281",0,+/- 237,357,+/- 267,"1,689",+/- 672,"3,416",West_states
Nebraska,"1,802,697","+/- 2,153","1,497,138","+/- 11,336","247,005","+/- 9,960","51,290","+/- 4,521",232,+/- 262,35,+/- 46,"2,322","+/- 1,501",674,+/- 587,"4,430","+/- 1,419","4,182","+/- 1,393",361,+/- 562,177,+/- 235,0,+/- 228,"1,775",+/- 992,"1,202",+/- 870,257,+/- 213,127,+/- 135,"1,820","+/- 1,218",639,+/- 453,"5,536","+/- 1,473","2,484",+/- 869,153,+/- 166,89,+/- 166,0,+/- 228,77,+/- 100,100,+/- 167,726,+/- 440,"2,254","+/- 1,114",823,+/- 865,"2,723","+/- 1,319",112,+/- 160,N/A,N/A,232,+/- 180,0,+/- 228,143,+/- 171,831,+/- 805,111,+/- 115,442,+/- 284,777,+/- 978,"1,232",+/- 966,702,+/- 393,506,+/- 385,345,+/- 347,0,+/- 228,65,+/- 105,"2,936","+/- 1,369",77,+/- 129,"4,445","+/- 1,562",537,+/- 495,0,+/- 228,772,+/- 604,"1,230",+/- 793,73,+/- 89,"1,046",+/- 585,"1,478",+/- 545,"7,264",Midwest_states
Nevada,"2,667,364","+/- 3,181","2,030,410","+/- 22,983","517,261","+/- 21,311","102,677","+/- 8,786",150,+/- 246,511,+/- 659,"7,818","+/- 2,342",530,+/- 421,"35,472","+/- 5,381","2,935","+/- 1,969",648,+/- 868,0,+/- 309,0,+/- 309,"3,579","+/- 2,182","1,187","+/- 1,333","4,363","+/- 2,688","1,686",+/- 984,"1,711",+/- 927,739,+/- 545,543,+/- 371,453,+/- 654,569,+/- 668,733,+/- 757,0,+/- 309,485,+/- 402,"1,275",+/- 752,"2,202",+/- 861,805,+/- 528,946,+/- 748,"1,747","+/- 1,218",770,+/- 742,"1,129",+/- 951,N/A,N/A,59,+/- 97,"1,528","+/- 1,205","1,220",+/- 715,"1,204",+/- 753,957,+/- 531,37,+/- 64,"1,554",+/- 852,886,+/- 600,"2,629","+/- 1,056","1,567",+/- 752,167,+/- 223,312,+/- 291,"1,203",+/- 803,706,+/- 681,"5,224","+/- 2,241","4,500","+/- 2,410",197,+/- 328,"1,832","+/- 1,429","3,290","+/- 1,219",56,+/- 101,419,+/- 244,144,+/- 144,"17,016",West_states
New Hampshire,"1,303,865","+/- 1,720","1,118,359","+/- 9,822","141,213","+/- 9,061","39,367","+/- 4,220",152,+/- 235,0,+/- 257,544,+/- 383,0,+/- 257,"1,692",+/- 969,240,+/- 250,"3,134","+/- 1,187",0,+/- 257,298,+/- 389,"1,659",+/- 699,0,+/- 257,51,+/- 83,66,+/- 113,850,+/- 741,23,+/- 37,109,+/- 124,57,+/- 100,0,+/- 257,19,+/- 33,"3,242",+/- 983,49,+/- 81,"13,752","+/- 2,615",230,+/- 222,240,+/- 270,25,+/- 41,295,+/- 387,486,+/- 638,0,+/- 257,95,+/- 123,N/A,N/A,540,+/- 365,276,+/- 394,"2,462",+/- 997,471,+/- 439,0,+/- 257,28,+/- 35,0,+/- 257,508,+/- 544,674,+/- 406,988,+/- 677,51,+/- 85,0,+/- 257,372,+/- 387,"1,570","+/- 1,644",279,+/- 223,"2,566","+/- 1,011",745,+/- 807,261,+/- 434,0,+/- 257,268,+/- 418,0,+/- 257,"4,926",Northeast_states
New Jersey,"8,709,933","+/- 4,515","7,841,470","+/- 25,935","684,482","+/- 23,318","127,369","+/- 8,536",616,+/- 406,383,+/- 407,"1,625",+/- 847,258,+/- 346,"8,777","+/- 2,628",807,+/- 590,"2,503","+/- 1,323","1,543",+/- 702,431,+/- 335,"9,841","+/- 2,289","4,588","+/- 2,901",385,+/- 422,91,+/- 148,"2,656",+/- 995,402,+/- 471,332,+/- 331,442,+/- 403,91,+/- 147,249,+/- 264,95,+/- 112,"4,231","+/- 2,100","2,626",+/- 973,"1,070",+/- 578,322,+/- 274,450,+/- 478,727,+/- 417,122,+/- 206,261,+/- 361,874,+/- 616,705,+/- 380,N/A,N/A,421,+/- 281,"41,374","+/- 5,068","3,052","+/- 1,042",0,+/- 281,"1,584","+/- 1,069",32,+/- 51,613,+/- 578,"22,225","+/- 3,517",332,+/- 376,"1,134",+/- 598,0,+/- 281,852,+/- 631,"3,434","+/- 1,520",178,+/- 205,57,+/- 98,"2,670","+/- 1,099",964,+/- 617,358,+/- 353,586,+/- 571,0,+/- 281,"56,612",Northeast_states
New Mexico,"2,039,549","+/- 2,727","1,735,950","+/- 14,043","220,663","+/- 12,854","73,605","+/- 7,703",751,+/- 550,969,+/- 801,"6,117","+/- 2,902",77,+/- 109,"6,547","+/- 2,252","2,852","+/- 1,095",25,+/- 41,391,+/- 444,56,+/- 95,"3,259","+/- 1,428","1,977","+/- 1,097",122,+/- 185,755,+/- 565,526,+/- 362,465,+/- 458,0,+/- 285,751,+/- 581,739,"+/- 1,131",65,+/- 87,94,+/- 155,"1,968","+/- 1,112","2,076","+/- 1,567","1,460",+/- 843,179,+/- 231,719,+/- 630,138,+/- 211,"1,003","+/- 1,419",530,+/- 726,"4,192","+/- 2,452",79,+/- 130,160,+/- 200,N/A,N/A,784,+/- 581,"1,793",+/- 844,79,+/- 150,"1,712",+/- 883,"1,182",+/- 854,"1,659","+/- 1,403",809,+/- 526,46,+/- 81,152,+/- 182,204,+/- 322,"1,269",+/- 801,"18,511","+/- 3,785","1,601","+/- 1,033",309,+/- 435,290,+/- 249,"3,004","+/- 1,315",0,+/- 285,407,+/- 339,752,+/- 727,"9,331",West_states
New York,"19,171,916","+/- 7,371","16,976,205","+/- 41,292","1,779,540","+/- 36,331","269,427","+/- 14,924","1,310",+/- 924,"5,070","+/- 2,375","2,649",+/- 799,362,+/- 249,"25,177","+/- 4,560","3,135","+/- 1,173","15,338","+/- 2,651","2,603","+/- 1,828","1,983",+/- 820,"30,553","+/- 4,156","7,676","+/- 1,970",259,+/- 195,198,+/- 198,"6,533","+/- 2,144","2,497","+/- 1,311",477,+/- 319,"1,189",+/- 712,804,+/- 500,"1,321",+/- 847,"2,270","+/- 1,705","5,912","+/- 1,583","16,855","+/- 3,094","4,779","+/- 1,496","1,649","+/- 1,086",872,+/- 381,"1,870",+/- 961,237,+/- 210,886,+/- 564,"2,077",+/- 810,"2,636","+/- 1,065","35,333","+/- 4,610",829,+/- 596,N/A,N/A,"13,322","+/- 3,003",0,+/- 275,"6,510","+/- 1,610","2,298","+/- 1,033","2,284","+/- 1,098","20,514","+/- 3,022","1,913","+/- 1,041","7,161","+/- 2,607",521,+/- 509,"1,730",+/- 835,"9,692","+/- 2,018",910,+/- 988,"2,900",+/- 908,"8,881","+/- 1,939","2,503",+/- 976,444,+/- 285,"2,354","+/- 1,588",151,+/- 148,"146,744",Northeast_states
North Carolina,"9,443,000","+/- 5,070","7,982,017","+/- 29,580","1,141,001","+/- 25,307","263,256","+/- 13,976","3,044","+/- 1,381","1,618","+/- 1,103","2,847","+/- 1,062",550,+/- 306,"16,699","+/- 3,085","1,842","+/- 1,052","3,752","+/- 1,748",479,+/- 354,"1,691",+/- 548,"28,983","+/- 4,184","15,943","+/- 3,370","1,567",+/- 871,724,+/- 564,"5,657","+/- 1,875","4,132","+/- 1,280","1,077",+/- 806,"2,192","+/- 1,266","4,419","+/- 1,984","2,180","+/- 1,222","2,259",+/- 990,"9,881","+/- 2,730","4,052","+/- 1,420","5,789","+/- 2,071","1,839",+/- 844,"1,187",+/- 818,"1,932",+/- 965,230,+/- 274,516,+/- 357,698,+/- 639,"2,130","+/- 1,440","7,195","+/- 1,847","1,186","+/- 1,065","19,406","+/- 3,099",N/A,N/A,243,+/- 402,"8,661","+/- 2,362","1,453",+/- 717,"1,796","+/- 1,013","11,155","+/- 2,465",97,+/- 161,"23,196","+/- 4,788",362,+/- 304,"8,685","+/- 2,249","14,329","+/- 3,409",790,+/- 551,350,+/- 244,"25,662","+/- 3,825","2,874","+/- 1,166","3,025","+/- 1,129","2,012",+/- 910,870,+/- 819,"56,726",South_states
North Dakota,"665,654","+/- 1,209","556,222","+/- 6,833","75,720","+/- 5,430","30,100","+/- 3,890",109,+/- 108,"1,066",+/- 823,662,+/- 481,168,+/- 206,"1,411",+/- 873,873,+/- 614,30,+/- 47,0,+/- 211,175,+/- 275,492,+/- 376,799,+/- 837,53,+/- 84,69,+/- 82,39,+/- 54,45,+/- 77,289,+/- 376,114,+/- 154,97,+/- 85,374,+/- 422,0,+/- 211,121,+/- 94,52,+/- 84,298,+/- 250,"12,350","+/- 2,469",0,+/- 211,197,+/- 208,"1,236",+/- 733,328,+/- 316,382,+/- 357,0,+/- 211,144,+/- 183,380,+/- 517,188,+/- 224,637,+/- 680,N/A,N/A,134,+/- 167,108,+/- 120,313,+/- 439,392,+/- 377,0,+/- 211,0,+/- 211,"1,038",+/- 510,273,+/- 270,"2,513","+/- 1,293",462,+/- 431,0,+/- 211,25,+/- 39,696,+/- 344,0,+/- 211,749,+/- 480,219,+/- 206,"3,612",Midwest_states
Ohio,"11,405,101","+/- 4,931","9,745,227","+/- 23,258","1,453,401","+/- 23,324","172,633","+/- 10,673","1,289",+/- 751,"1,556","+/- 1,531","4,715","+/- 2,132",434,+/- 504,"8,997","+/- 1,767","2,859","+/- 1,134","1,307",+/- 819,15,+/- 25,972,+/- 768,"16,495","+/- 2,765","9,502","+/- 2,685",436,+/- 331,564,+/- 694,"7,092","+/- 1,635","9,438","+/- 2,077","1,270",+/- 757,"1,016",+/- 494,"9,159","+/- 1,874",743,+/- 511,291,+/- 238,"3,828","+/- 1,666","3,686","+/- 1,712","15,130","+/- 3,104","2,298","+/- 1,327",89,+/- 105,"1,171",+/- 569,460,+/- 450,"1,531",+/- 983,"2,240","+/- 1,351",175,+/- 205,"2,465","+/- 1,028",515,+/- 380,"5,988","+/- 1,895","5,985","+/- 1,492",26,+/- 53,N/A,N/A,"1,228","+/- 1,044",342,+/- 306,"12,012","+/- 2,269",444,+/- 314,"2,479","+/- 1,021",207,+/- 215,"4,987","+/- 2,031","7,465","+/- 2,241",485,+/- 318,182,+/- 173,"6,769","+/- 1,705","2,567",+/- 905,"7,814","+/- 2,197","1,771",+/- 934,144,+/- 187,"33,840",Midwest_states
Oklahoma,"3,716,264","+/- 3,181","3,065,497","+/- 21,363","528,824","+/- 18,463","106,511","+/- 8,108","1,612","+/- 1,283","1,397","+/- 1,554","2,759","+/- 1,013","5,873","+/- 1,827","9,429","+/- 2,426","3,184","+/- 1,286",68,+/- 129,109,+/- 164,0,+/- 253,"5,438","+/- 1,371","3,159","+/- 1,688",773,+/- 864,611,+/- 668,"2,679","+/- 1,529",957,+/- 550,"1,108",+/- 660,"5,024","+/- 2,088",877,+/- 607,"2,208",+/- 808,298,+/- 278,382,+/- 407,465,+/- 481,"1,047",+/- 478,599,+/- 369,"1,733",+/- 789,"4,102","+/- 1,427",448,+/- 342,829,+/- 530,"1,079",+/- 598,69,+/- 131,890,+/- 890,"2,723","+/- 1,280","1,118",+/- 743,"1,991","+/- 1,219",139,+/- 136,"1,385",+/- 681,N/A,N/A,398,+/- 300,"1,316","+/- 1,283",119,+/- 137,596,+/- 377,83,+/- 135,"1,872",+/- 895,"28,238","+/- 4,132",428,+/- 454,93,+/- 109,"2,286","+/- 1,049","2,035","+/- 1,130",221,+/- 270,551,+/- 396,"1,713","+/- 1,012","15,432",South_states
Oregon,"3,794,008","+/- 3,282","3,110,896","+/- 20,156","545,841","+/- 17,758","116,700","+/- 7,898",400,+/- 290,"2,027",+/- 910,"5,264","+/- 1,539",246,+/- 217,"34,190","+/- 4,899","2,050",+/- 924,270,+/- 273,0,+/- 277,217,+/- 239,"2,273","+/- 1,051",688,+/- 572,"2,323","+/- 1,117","4,129","+/- 1,397","1,565",+/- 862,317,+/- 319,161,+/- 176,678,+/- 685,0,+/- 277,0,+/- 277,0,+/- 277,595,+/- 405,"1,471","+/- 1,154","1,159",+/- 783,668,+/- 442,735,+/- 770,"1,786",+/- 992,"3,386","+/- 1,956",777,+/- 574,"2,805","+/- 1,436",317,+/- 280,544,+/- 582,981,+/- 679,"2,538","+/- 1,146","1,040",+/- 758,592,+/- 521,"1,541",+/- 902,821,+/- 683,N/A,N/A,"1,689","+/- 1,185",0,+/- 277,989,"+/- 1,271",741,+/- 581,787,+/- 455,"3,826","+/- 1,484","2,879","+/- 1,047",456,+/- 405,"1,124",+/- 593,"22,793","+/- 3,575",358,+/- 308,"1,981","+/- 1,181",523,+/- 336,"20,571",West_states
Pennsylvania,"12,577,555","+/- 4,619","11,053,022","+/- 29,699","1,239,199","+/- 26,490","235,580","+/- 12,249",369,+/- 368,"2,185","+/- 1,301","3,668","+/- 1,451",807,+/- 601,"12,077","+/- 2,875","3,657","+/- 1,375","4,007","+/- 1,559","4,608","+/- 1,169","1,621",+/- 866,"18,212","+/- 3,129","4,644","+/- 1,340",332,+/- 292,380,+/- 408,"4,490","+/- 1,429","2,018",+/- 739,227,+/- 319,"1,426","+/- 1,201","1,675",+/- 766,625,+/- 382,"1,621",+/- 895,"18,281","+/- 2,839","4,455","+/- 1,178","4,961","+/- 2,285","1,491",+/- 873,563,+/- 498,"1,725",+/- 788,339,+/- 290,551,+/- 410,"1,810","+/- 1,177",729,+/- 531,"42,456","+/- 5,218","1,250",+/- 883,"30,481","+/- 3,719","7,611","+/- 2,053",521,+/- 517,"14,545","+/- 3,377","1,254",+/- 749,918,+/- 545,N/A,N/A,377,+/- 327,"1,315",+/- 651,966,+/- 927,"1,611",+/- 626,"7,778","+/- 2,650","1,048",+/- 684,215,+/- 214,"10,558","+/- 2,596","2,495","+/- 1,141","4,258","+/- 1,674","1,300","+/- 1,081","1,069",+/- 936,"49,754",Northeast_states
Rhode Island,"1,042,240","+/- 1,435","900,283","+/- 9,035","99,603","+/- 7,344","32,059","+/- 4,070",136,+/- 214,0,+/- 291,324,+/- 286,0,+/- 291,"1,697",+/- 791,59,+/- 98,"4,090","+/- 1,497",0,+/- 291,146,+/- 240,"1,336",+/- 778,382,+/- 377,274,+/- 546,0,+/- 291,"1,210",+/- 768,206,+/- 334,48,+/- 79,0,+/- 291,0,+/- 291,0,+/- 291,447,+/- 350,977,+/- 676,"8,639","+/- 1,836",77,+/- 125,47,+/- 78,0,+/- 291,47,+/- 78,0,+/- 291,0,+/- 291,297,+/- 259,333,+/- 322,"1,868",+/- 649,0,+/- 291,"4,583","+/- 1,398","1,376","+/- 1,080",62,+/- 103,0,+/- 291,199,+/- 331,0,+/- 291,560,+/- 461,N/A,N/A,61,+/- 105,48,+/- 78,71,+/- 118,678,+/- 500,0,+/- 291,72,+/- 122,"1,399",+/- 908,160,+/- 206,150,+/- 233,0,+/- 291,0,+/- 291,"10,295",Northeast_states
South Carolina,"4,577,399","+/- 3,786","3,870,879","+/- 23,788","537,961","+/- 21,768","152,441","+/- 10,548","1,741",+/- 721,"1,670","+/- 1,199","1,457",+/- 870,365,+/- 280,"4,691","+/- 1,983","1,867","+/- 1,378","3,998","+/- 2,132",249,+/- 274,38,+/- 63,"16,060","+/- 3,907","17,486","+/- 3,100",813,+/- 521,233,+/- 207,"4,253","+/- 1,651","2,174",+/- 884,703,+/- 870,514,+/- 612,"2,211","+/- 1,215","2,059",+/- 986,603,+/- 448,"5,184","+/- 2,183","3,765","+/- 1,826","3,709","+/- 1,403",818,+/- 463,"1,175",+/- 681,"1,371",+/- 797,0,+/- 296,0,+/- 296,"1,173",+/- 793,486,+/- 296,"4,908","+/- 1,660","1,390","+/- 1,444","7,912","+/- 2,045","20,749","+/- 3,397",118,+/- 196,"3,883","+/- 1,190","1,458","+/- 1,353","1,020",+/- 951,"4,689","+/- 1,531",154,+/- 179,N/A,N/A,95,+/- 109,"3,816","+/- 1,732","4,965","+/- 1,539",455,+/- 437,478,+/- 500,"9,786","+/- 2,245","3,070","+/- 1,589","1,190",+/- 536,"1,057",+/- 639,382,+/- 524,"16,118",South_states
South Dakota,"805,616","+/- 1,372","680,993","+/- 6,027","96,805","+/- 5,853","25,777","+/- 3,187",325,+/- 333,25,+/- 44,745,+/- 533,61,+/- 120,"1,338",+/- 703,807,+/- 447,0,+/- 223,0,+/- 223,0,+/- 223,251,+/- 242,24,+/- 44,75,+/- 123,457,+/- 289,80,+/- 134,439,+/- 381,"3,520","+/- 1,429",571,+/- 471,82,+/- 103,129,+/- 196,0,+/- 223,0,+/- 223,407,+/- 471,144,+/- 127,"4,615","+/- 1,629",201,+/- 213,252,+/- 210,560,+/- 364,"2,260","+/- 1,028",38,+/- 63,0,+/- 223,0,+/- 223,38,+/- 67,758,+/- 469,262,+/- 231,"2,020","+/- 1,029",160,+/- 174,296,+/- 289,122,+/- 136,209,+/- 268,0,+/- 223,0,+/- 223,N/A,N/A,0,+/- 223,"1,334",+/- 812,0,+/- 223,0,+/- 223,224,+/- 217,"1,564",+/- 973,0,+/- 223,736,+/- 533,648,+/- 549,"2,041",Midwest_states
