Year,Abroad,Washington,Texas,New_York,Arizona,Oregon,Florida,Nevada,Illinois,Colorado,Virginia,Massachusetts,Ohio,Hawaii,Pennsylvania,Georgia,New_Jersey,North_Carolina,Maryland,Michigan,Utah,Tennessee,Missouri,Connecticut,Indiana,Minnesota,Wisconsin,District_of_Columbia ,Oklahoma,South_Carolina,Kansas,Alabama,Louisiana,Idaho,New_Mexico,Nebraska,Arkansas,Montana,Iowa,Mississippi,Alaska,Kentucky,North_Dakota,Rhode_Island,Vermont,Wyoming,South_ Dakota,Maine,West_Virginia,Delaware,New Hampshire
2015,336667,33131,41713,36896,34204,20838,25638,25332,26189,21157,15009,12628,12836,10475,13595,11630,12890,12463,9981,8852,8814,8781,6465,6205,8650,4887,6741,3908,8350,6301,3943,5273,6324,5840,5239,3282,2867,2017,1394,2539,6022,3781,1035,2179,766,1672,610,1745,413,1118,1859
